"","state","zip","agi"
"7180","IN",47713,29119
"7181","IN",47714,39839
"7182","IN",47715,51431
"7183","IN",47720,61441
"7184","IN",47725,83926
"7185","IN",47802,50952
"7186","IN",47803,54685
"7187","IN",47804,34307
"7188","IN",47805,52093
"7189","IN",47807,24650
"7190","IN",47832,48369
"7191","IN",47833,43085
"7192","IN",47834,47462
"7193","IN",47837,46153
"7194","IN",47838,45921
"7195","IN",47840,54285
"7196","IN",47841,48670
"7197","IN",47842,45938
"7198","IN",47846,57500
"7199","IN",47847,50271
"7200","IN",47848,49652
"7201","IN",47849,52840
"7202","IN",47850,48181
"7203","IN",47854,52343
"7204","IN",47858,55603
"7205","IN",47859,44166
"7206","IN",47860,25000
"7207","IN",47861,48660
"7208","IN",47862,42708
"7209","IN",47866,40131
"7210","IN",47868,44279
"7211","IN",47872,48742
"7212","IN",47874,47303
"7213","IN",47879,42119
"7214","IN",47882,52933
"7215","IN",47885,47977
"7216","IN",47901,39079
"7217","IN",47904,34019
"7218","IN",47905,55138
"7219","IN",47906,66826
"7220","IN",47909,52835
"7221","IN",47917,32812
"7222","IN",47918,48181
"7223","IN",47920,63533
"7224","IN",47921,46195
"7225","IN",47922,44301
"7226","IN",47923,53622
"7227","IN",47926,51785
"7228","IN",47928,46617
"7229","IN",47929,53779
"7230","IN",47930,52644
"7231","IN",47932,53606
"7232","IN",47933,48210
"7233","IN",47940,50500
"7234","IN",47942,45454
"7235","IN",47943,50000
"7236","IN",47944,48318
"7237","IN",47946,58241
"7238","IN",47948,43846
"7239","IN",47949,46484
"7240","IN",47950,41346
"7241","IN",47951,45995
"7242","IN",47952,41666
"7243","IN",47954,50875
"7244","IN",47955,50000
"7245","IN",47957,42333
"7246","IN",47959,40376
"7247","IN",47960,48849
"7248","IN",47963,45833
"7249","IN",47967,54411
"7250","IN",47968,53125
"7251","IN",47970,51630
"7252","IN",47971,47685
"7253","IN",47974,49305
"7254","IN",47975,56597
"7255","IN",47977,52314
"7256","IN",47978,50530
"7257","IN",47980,50925
"7258","IN",47981,59756
"7259","IN",47987,45738
"7260","IN",47989,50707
"7261","IN",47990,47889
"7262","IN",47991,45000
"7263","IN",47992,61956
"7264","IN",47993,51508
"7265","IN",47994,53879
"7266","IN",47995,48417
"7267","IA",50001,65086
"7268","IA",50002,51293
"7269","IA",50003,79913
"7270","IA",50005,45955
"7271","IA",50006,54452
"7272","IA",50007,75520
"7273","IA",50008,38928
"7274","IA",50009,67594
"7275","IA",50010,64485
"7276","IA",50014,64916
"7277","IA",50020,50189
"7278","IA",50021,77952
"7279","IA",50022,53685
"7280","IA",50023,81424
"7281","IA",50025,56377
"7282","IA",50026,48958
"7283","IA",50027,35714
"7284","IA",50028,58732
"7285","IA",50029,41203
"7286","IA",50034,56578
"7287","IA",50035,77431
"7288","IA",50036,57874
"7289","IA",50039,55882
"7290","IA",50042,37500
"7291","IA",50044,46153
"7292","IA",50046,71654
"7293","IA",50047,63754
"7294","IA",50048,41875
"7295","IA",50049,47656
"7296","IA",50050,52651
"7297","IA",50051,43269
"7298","IA",50054,54638
"7299","IA",50055,56818
"7300","IA",50056,55859
"7301","IA",50058,51829
"7302","IA",50060,47222
"7303","IA",50061,107500
"7304","IA",50062,51500
"7305","IA",50063,73535
"7306","IA",50065,28750
"7307","IA",50066,39423
"7308","IA",50067,35576
"7309","IA",50068,37500
"7310","IA",50069,59895
"7311","IA",50070,65892
"7312","IA",50071,50914
"7313","IA",50072,69791
"7314","IA",50073,71250
"7315","IA",50074,68382
"7316","IA",50075,54062
"7317","IA",50076,48674
"7318","IA",50103,38888
"7319","IA",50105,71982
"7320","IA",50106,53906
"7321","IA",50107,50815
"7322","IA",50108,37500
"7323","IA",50109,86960
"7324","IA",50111,79777
"7325","IA",50112,59834
"7326","IA",50115,52318
"7327","IA",50116,49038
"7328","IA",50117,48611
"7329","IA",50118,56410
"7330","IA",50119,43452
"7331","IA",50120,67500
"7332","IA",50122,60119
"7333","IA",50123,49632
"7334","IA",50124,78338
"7335","IA",50125,65410
"7336","IA",50126,57200
"7337","IA",50128,46428
"7338","IA",50129,55882
"7339","IA",50130,62987
"7340","IA",50131,90634
"7341","IA",50132,50000
"7342","IA",50133,37500
"7343","IA",50134,65234
"7344","IA",50135,56730
"7345","IA",50136,49342
"7346","IA",50138,53527
"7347","IA",50139,52045
"7348","IA",50140,41994
"7349","IA",50141,54000
"7350","IA",50143,59051
"7351","IA",50144,43642
"7352","IA",50146,53977
"7353","IA",50147,39062
"7354","IA",50148,52205
"7355","IA",50149,49679
"7356","IA",50150,40789
"7357","IA",50151,52822
"7358","IA",50153,62847
"7359","IA",50154,53977
"7360","IA",50155,37500
"7361","IA",50156,64135
"7362","IA",50157,46071
"7363","IA",50158,52093
"7364","IA",50161,64747
"7365","IA",50162,58333
"7366","IA",50164,51724
"7367","IA",50166,58022
"7368","IA",50167,61764
"7369","IA",50168,63782
"7370","IA",50169,63326
"7371","IA",50170,60321
"7372","IA",50171,58858
"7373","IA",50173,47727
"7374","IA",50174,45974
"7375","IA",50201,60375
"7376","IA",50206,54347
"7377","IA",50207,55902
"7378","IA",50208,52432
"7379","IA",50210,60692
"7380","IA",50211,75000
"7381","IA",50212,60906
"7382","IA",50213,48079
"7383","IA",50214,71052
"7384","IA",50216,76915
"7385","IA",50217,56000
"7386","IA",50219,73033
"7387","IA",50220,46961
"7388","IA",50222,56250
"7389","IA",50223,46323
"7390","IA",50225,61068
"7391","IA",50226,90311
"7392","IA",50228,62388
"7393","IA",50229,82500
"7394","IA",50230,58072
"7395","IA",50232,56250
"7396","IA",50233,51209
"7397","IA",50234,64903
"7398","IA",50235,47500
"7399","IA",50236,70486
"7400","IA",50237,77295
"7401","IA",50238,50750
"7402","IA",50240,71495
"7403","IA",50242,44444
"7404","IA",50244,68039
"7405","IA",50246,54583
"7406","IA",50247,65202
"7407","IA",50248,65841
"7408","IA",50249,58409
"7409","IA",50250,50625
"7410","IA",50251,60317
"7411","IA",50252,60294
"7412","IA",50254,37500
"7413","IA",50256,47282
"7414","IA",50257,58333
"7415","IA",50258,54166
"7416","IA",50261,81969
"7417","IA",50262,37500
"7418","IA",50263,85390
"7419","IA",50264,41250
"7420","IA",50265,70880
"7421","IA",50266,77754
"7422","IA",50268,45065
"7423","IA",50271,47844
"7424","IA",50273,62905
"7425","IA",50274,44852
"7426","IA",50275,47727
"7427","IA",50276,63725
"7428","IA",50277,48863
"7429","IA",50278,57291
"7430","IA",50309,52007
"7431","IA",50310,54166
"7432","IA",50311,49126
"7433","IA",50312,76299
"7434","IA",50313,45085
"7435","IA",50314,30588
"7436","IA",50315,43133
"7437","IA",50316,35341
"7438","IA",50317,43442
"7439","IA",50320,50089
"7440","IA",50321,67354
"7441","IA",50322,67395
"7442","IA",50323,120528
"7443","IA",50324,64500
"7444","IA",50325,95402
"7445","IA",50327,70660
"7446","IA",50401,52694
"7447","IA",50420,47794
"7448","IA",50421,54750
"7449","IA",50423,52367
"7450","IA",50424,57042
"7451","IA",50428,63927
"7452","IA",50430,53645
"7453","IA",50433,52500
"7454","IA",50434,43181
"7455","IA",50435,53214
"7456","IA",50436,55918
"7457","IA",50438,59455
"7458","IA",50439,47916
"7459","IA",50440,53750
"7460","IA",50441,52908
"7461","IA",50444,55147
"7462","IA",50446,55729
"7463","IA",50447,52659
"7464","IA",50448,52822
"7465","IA",50449,39772
"7466","IA",50450,55163
"7467","IA",50451,51000
"7468","IA",50452,51470
"7469","IA",50453,42857
"7470","IA",50455,41346
"7471","IA",50456,50000
"7472","IA",50457,53676
"7473","IA",50458,58707
"7474","IA",50459,52768
"7475","IA",50460,50833
"7476","IA",50461,58413
"7477","IA",50464,52916
"7478","IA",50466,50666
"7479","IA",50468,56414
"7480","IA",50469,58802
"7481","IA",50470,37500
"7482","IA",50471,55833
"7483","IA",50472,65384
"7484","IA",50473,41346
"7485","IA",50475,62500
"7486","IA",50476,53040
"7487","IA",50477,42857
"7488","IA",50478,47383
"7489","IA",50479,53225
"7490","IA",50480,50277
"7491","IA",50482,58806
"7492","IA",50483,56250
"7493","IA",50484,44078
"7494","IA",50501,51890
"7495","IA",50510,54500
"7496","IA",50511,62043
"7497","IA",50514,54230
"7498","IA",50515,43269
"7499","IA",50516,54642
"7500","IA",50517,53260
"7501","IA",50518,54807
"7502","IA",50519,51851
"7503","IA",50522,47857
"7504","IA",50523,56250
"7505","IA",50524,65000
"7506","IA",50525,53257
"7507","IA",50528,50735
"7508","IA",50529,49404
"7509","IA",50530,49509
"7510","IA",50531,45000
"7511","IA",50532,51488
"7512","IA",50533,50739
"7513","IA",50535,52272
"7514","IA",50536,56153
"7515","IA",50538,48148
"7516","IA",50539,47282
"7517","IA",50540,53611
"7518","IA",50541,50694
"7519","IA",50542,58536
"7520","IA",50543,52355
"7521","IA",50544,56250
"7522","IA",50545,42045
"7523","IA",50546,47222
"7524","IA",50548,63324
"7525","IA",50554,51151
"7526","IA",50556,50000
"7527","IA",50557,50357
"7528","IA",50558,57916
"7529","IA",50559,53676
"7530","IA",50560,50000
"7531","IA",50561,52000
"7532","IA",50562,52272
"7533","IA",50563,61122
"7534","IA",50565,50657
"7535","IA",50566,47500
"7536","IA",50568,53769
"7537","IA",50569,48263
"7538","IA",50570,55000
"7539","IA",50571,56617
"7540","IA",50574,55649
"7541","IA",50575,50961
"7542","IA",50576,53947
"7543","IA",50577,44078
"7544","IA",50578,51339
"7545","IA",50579,56869
"7546","IA",50581,50312
"7547","IA",50583,53682
"7548","IA",50585,55528
"7549","IA",50586,42857
"7550","IA",50588,48050
"7551","IA",50590,46646
"7552","IA",50591,44642
"7553","IA",50594,45192
"7554","IA",50595,52398
"7555","IA",50597,57226
"7556","IA",50598,51086
"7557","IA",50599,52777
"7558","IA",50601,53794
"7559","IA",50602,54687
"7560","IA",50603,51851
"7561","IA",50604,57911
"7562","IA",50606,53378
"7563","IA",50607,55434
"7564","IA",50609,63690
"7565","IA",50611,41911
"7566","IA",50612,79687
"7567","IA",50613,68589
"7568","IA",50616,52762
"7569","IA",50619,53891
"7570","IA",50621,73461
"7571","IA",50622,77384
"7572","IA",50624,76617
"7573","IA",50625,44444
"7574","IA",50626,58717
"7575","IA",50627,51369
"7576","IA",50628,49768
"7577","IA",50629,60750
"7578","IA",50630,54666
"7579","IA",50632,53645
"7580","IA",50633,45833
"7581","IA",50635,60937
"7582","IA",50636,57303
"7583","IA",50638,62171
"7584","IA",50641,44615
"7585","IA",50642,57608
"7586","IA",50643,74814
"7587","IA",50644,57512
"7588","IA",50645,55528
"7589","IA",50647,65322
"7590","IA",50648,67002
"7591","IA",50650,50694
"7592","IA",50651,62646
"7593","IA",50653,51339
"7594","IA",50654,51630
"7595","IA",50655,52027
"7596","IA",50658,54243
"7597","IA",50659,58156
"7598","IA",50660,58898
"7599","IA",50662,44471
"7600","IA",50665,63942
"7601","IA",50666,54619
"7602","IA",50667,65384
"7603","IA",50668,60526
"7604","IA",50669,67840
"7605","IA",50670,58026
"7606","IA",50671,45833
"7607","IA",50672,58500
"7608","IA",50674,60703
"7609","IA",50675,57798
"7610","IA",50676,58005
"7611","IA",50677,67232
"7612","IA",50680,58254
"7613","IA",50681,43452
"7614","IA",50682,58152
"7615","IA",50701,57463
"7616","IA",50702,43540
"7617","IA",50703,37060
"7618","IA",50707,43717
"7619","IA",50801,50581
"7620","IA",50830,50535
"7621","IA",50833,45220
"7622","IA",50836,43750
"7623","IA",50837,40833
"7624","IA",50840,40000
"7625","IA",50841,49400
"7626","IA",50843,53000
"7627","IA",50845,48387
"7628","IA",50846,48284
"7629","IA",50848,39423
"7630","IA",50849,55813
"7631","IA",50851,48194
"7632","IA",50853,52500
"7633","IA",50854,50127
"7634","IA",50857,39583
"7635","IA",50858,45312
"7636","IA",50859,40384
"7637","IA",50860,30681
"7638","IA",50861,35416
"7639","IA",50864,49127
"7640","IA",51001,58333
"7641","IA",51002,59277
"7642","IA",51003,59046
"7643","IA",51004,53061
"7644","IA",51005,62115
"7645","IA",51006,48670
"7646","IA",51007,60069
"7647","IA",51010,39880
"7648","IA",51012,53868
"7649","IA",51014,61000
"7650","IA",51016,52801
"7651","IA",51018,52205
"7652","IA",51019,53819
"7653","IA",51020,60185
"7654","IA",51022,56428
"7655","IA",51023,52913
"7656","IA",51024,70049
"7657","IA",51025,63297
"7658","IA",51026,57371
"7659","IA",51027,59068
"7660","IA",51028,64494
"7661","IA",51029,37500
"7662","IA",51030,73750
"7663","IA",51031,61746
"7664","IA",51033,55357
"7665","IA",51034,48302
"7666","IA",51035,63311
"7667","IA",51036,56250
"7668","IA",51037,43750
"7669","IA",51038,57000
"7670","IA",51039,64712
"7671","IA",51040,52684
"7672","IA",51041,64001
"7673","IA",51044,35000
"7674","IA",51046,57601
"7675","IA",51047,52916
"7676","IA",51048,52403
"7677","IA",51049,48913
"7678","IA",51050,61491
"7679","IA",51052,59166
"7680","IA",51053,54245
"7681","IA",51054,70325
"7682","IA",51055,60282
"7683","IA",51056,43452
"7684","IA",51058,50271
"7685","IA",51060,41203
"7686","IA",51061,50000
"7687","IA",51062,56944
"7688","IA",51063,54336
"7689","IA",51101,31617
"7690","IA",51103,37399
"7691","IA",51104,54794
"7692","IA",51105,31265
"7693","IA",51106,55736
"7694","IA",51108,58636
"7695","IA",51109,43412
"7696","IA",51201,57386
"7697","IA",51230,58522
"7698","IA",51231,45833
"7699","IA",51232,48717
"7700","IA",51234,59868
"7701","IA",51235,55555
"7702","IA",51237,51151
"7703","IA",51238,62280
"7704","IA",51239,64007
"7705","IA",51240,63636
"7706","IA",51241,68313
"7707","IA",51243,52142
"7708","IA",51245,63771
"7709","IA",51246,65509
"7710","IA",51247,66837
"7711","IA",51248,57561
"7712","IA",51249,55598
"7713","IA",51250,70610
"7714","IA",51301,56544
"7715","IA",51331,73750
"7716","IA",51333,52604
"7717","IA",51334,49666
"7718","IA",51338,56388
"7719","IA",51342,47045
"7720","IA",51343,44642
"7721","IA",51345,54411
"7722","IA",51346,55701
"7723","IA",51347,56866
"7724","IA",51350,50595
"7725","IA",51351,60682
"7726","IA",51354,51595
"7727","IA",51355,79772
"7728","IA",51357,55833
"7729","IA",51358,48125
"7730","IA",51360,66716
"7731","IA",51364,48046
"7732","IA",51365,47794
"7733","IA",51366,59027
"7734","IA",51401,60024
"7735","IA",51430,53716
"7736","IA",51431,48026
"7737","IA",51433,50416
"7738","IA",51436,63352
"7739","IA",51439,51829
"7740","IA",51440,44444
"7741","IA",51441,37500
"7742","IA",51442,51006
"7743","IA",51443,55120
"7744","IA",51445,60036
"7745","IA",51446,55500
"7746","IA",51448,51851
"7747","IA",51449,55657
"7748","IA",51450,53395
"7749","IA",51453,53333
"7750","IA",51454,51984
"7751","IA",51455,58859
"7752","IA",51458,58531
"7753","IA",51461,55000
"7754","IA",51462,46875
"7755","IA",51463,62980
"7756","IA",51465,49242
"7757","IA",51466,53906
"7758","IA",51467,59051
"7759","IA",51501,40682
"7760","IA",51503,64487
"7761","IA",51510,47067
"7762","IA",51521,60750
"7763","IA",51523,54687
"7764","IA",51525,60454
"7765","IA",51526,71323
"7766","IA",51527,55092
"7767","IA",51528,46875
"7768","IA",51529,54807
"7769","IA",51530,51923
"7770","IA",51531,57142
"7771","IA",51532,50000
"7772","IA",51533,57236
"7773","IA",51534,68017
"7774","IA",51535,55421
"7775","IA",51536,57142
"7776","IA",51537,58519
"7777","IA",51540,50657
"7778","IA",51541,51562
"7779","IA",51542,73958
"7780","IA",51543,41071
"7781","IA",51544,52586
"7782","IA",51545,37500
"7783","IA",51546,62596
"7784","IA",51548,65000
"7785","IA",51549,55113
"7786","IA",51551,59226
"7787","IA",51552,45833
"7788","IA",51553,65833
"7789","IA",51555,58874
"7790","IA",51556,45833
"7791","IA",51557,58445
"7792","IA",51558,51704
"7793","IA",51559,63088
"7794","IA",51560,57978
"7795","IA",51561,59859
"7796","IA",51562,55729
"7797","IA",51563,54687
"7798","IA",51564,51190
"7799","IA",51565,57500
"7800","IA",51566,49639
"7801","IA",51570,50735
"7802","IA",51571,64112
"7803","IA",51572,42187
"7804","IA",51573,60204
"7805","IA",51575,75762
"7806","IA",51576,72164
"7807","IA",51577,54086
"7808","IA",51579,55306
"7809","IA",51601,50830
"7810","IA",51631,39062
"7811","IA",51632,53578
"7812","IA",51636,49264
"7813","IA",51638,52678
"7814","IA",51639,55592
"7815","IA",51640,56071
"7816","IA",51645,48863
"7817","IA",51646,48263
"7818","IA",51649,43750
"7819","IA",51650,40833
"7820","IA",51652,55756
"7821","IA",51653,57543
"7822","IA",51654,54545
"7823","IA",52001,45845
"7824","IA",52002,66682
"7825","IA",52003,69857
"7826","IA",52031,60443
"7827","IA",52032,53804
"7828","IA",52033,60130
"7829","IA",52035,49147
"7830","IA",52037,58409
"7831","IA",52038,47023
"7832","IA",52039,64285
"7833","IA",52040,60402
"7834","IA",52041,52112
"7835","IA",52042,50856
"7836","IA",52043,56766
"7837","IA",52045,57668
"7838","IA",52046,58294
"7839","IA",52047,53000
"7840","IA",52048,40833
"7841","IA",52049,53508
"7842","IA",52050,41847
"7843","IA",52052,51660
"7844","IA",52053,53921
"7845","IA",52054,58854
"7846","IA",52057,57288
"7847","IA",52060,49102
"7848","IA",52064,50320
"7849","IA",52065,50852
"7850","IA",52068,77512
"7851","IA",52069,53873
"7852","IA",52070,53066
"7853","IA",52072,46710
"7854","IA",52073,58783
"7855","IA",52074,50961
"7856","IA",52076,50651
"7857","IA",52077,41911
"7858","IA",52078,54268
"7859","IA",52079,52364
"7860","IA",52101,60050
"7861","IA",52132,53162
"7862","IA",52133,44500
"7863","IA",52134,41346
"7864","IA",52135,49038
"7865","IA",52136,50397
"7866","IA",52140,53645
"7867","IA",52141,52016
"7868","IA",52142,50646
"7869","IA",52144,56250
"7870","IA",52146,52556
"7871","IA",52147,48913
"7872","IA",52151,48358
"7873","IA",52154,52295
"7874","IA",52155,48903
"7875","IA",52156,50806
"7876","IA",52157,51029
"7877","IA",52159,54404
"7878","IA",52160,53040
"7879","IA",52161,55961
"7880","IA",52162,43493
"7881","IA",52165,52445
"7882","IA",52169,41250
"7883","IA",52170,54347
"7884","IA",52171,50872
"7885","IA",52172,50264
"7886","IA",52175,52435
"7887","IA",52201,56144
"7888","IA",52202,64460
"7889","IA",52203,70079
"7890","IA",52205,59357
"7891","IA",52206,80454
"7892","IA",52207,44852
"7893","IA",52208,50539
"7894","IA",52209,58409
"7895","IA",52210,56785
"7896","IA",52211,57800
"7897","IA",52212,42857
"7898","IA",52213,70687
"7899","IA",52214,59503
"7900","IA",52215,48355
"7901","IA",52216,54291
"7902","IA",52217,54347
"7903","IA",52218,57534
"7904","IA",52222,52083
"7905","IA",52223,55357
"7906","IA",52224,65131
"7907","IA",52225,48750
"7908","IA",52227,78585
"7909","IA",52228,79032
"7910","IA",52229,54838
"7911","IA",52231,49264
"7912","IA",52232,50000
"7913","IA",52233,58235
"7914","IA",52236,64062
"7915","IA",52237,49305
"7916","IA",52240,54919
"7917","IA",52241,66564
"7918","IA",52245,71602
"7919","IA",52246,66479
"7920","IA",52247,57767
"7921","IA",52248,57051
"7922","IA",52249,62195
"7923","IA",52251,48500
"7924","IA",52253,68493
"7925","IA",52254,43597
"7926","IA",52255,54385
"7927","IA",52257,47115
"7928","IA",52301,55041
"7929","IA",52302,69129
"7930","IA",52305,58984
"7931","IA",52306,56406
"7932","IA",52309,40131
"7933","IA",52310,54635
"7934","IA",52313,51562
"7935","IA",52314,74050
"7936","IA",52315,61403
"7937","IA",52316,50684
"7938","IA",52317,71253
"7939","IA",52318,53500
"7940","IA",52320,50750
"7941","IA",52321,46250
"7942","IA",52322,63340
"7943","IA",52323,41785
"7944","IA",52324,76658
"7945","IA",52325,64473
"7946","IA",52326,50480
"7947","IA",52327,71199
"7948","IA",52328,102992
"7949","IA",52329,57986
"7950","IA",52330,61111
"7951","IA",52332,60657
"7952","IA",52333,85244
"7953","IA",52334,55625
"7954","IA",52335,46120
"7955","IA",52336,64850
"7956","IA",52337,47812
"7957","IA",52338,93941
"7958","IA",52339,41495
"7959","IA",52340,64880
"7960","IA",52341,76754
"7961","IA",52342,47483
"7962","IA",52345,68461
"7963","IA",52346,63775
"7964","IA",52347,54049
"7965","IA",52349,57574
"7966","IA",52351,83272
"7967","IA",52352,66346
"7968","IA",52353,53595
"7969","IA",52354,60625
"7970","IA",52355,47115
"7971","IA",52356,56617
"7972","IA",52358,65138
"7973","IA",52359,35576
"7974","IA",52361,64309
"7975","IA",52362,54722
"7976","IA",52401,44054
"7977","IA",52402,60102
"7978","IA",52403,66031
"7979","IA",52404,48268
"7980","IA",52405,56658
"7981","IA",52411,109599
"7982","IA",52501,48140
"7983","IA",52530,53989
"7984","IA",52531,50000
"7985","IA",52533,49250
"7986","IA",52534,35833
"7987","IA",52535,47297
"7988","IA",52536,52678
"7989","IA",52537,52643
"7990","IA",52540,46774
"7991","IA",52542,41911
"7992","IA",52544,43712
"7993","IA",52549,41666
"7994","IA",52550,39673
"7995","IA",52551,49137
"7996","IA",52552,49193
"7997","IA",52553,49675
"7998","IA",52554,41741
"7999","IA",52555,33928
"8000","IA",52556,51378
"8001","IA",52560,43055
"8002","IA",52561,50961
"8003","IA",52563,50976
"8004","IA",52565,50446
"8005","IA",52567,53125
"8006","IA",52569,47916
"8007","IA",52570,35156
"8008","IA",52571,46875
"8009","IA",52572,41768
"8010","IA",52574,38257
"8011","IA",52576,41847
"8012","IA",52577,52488
"8013","IA",52580,54375
"8014","IA",52581,35416
"8015","IA",52583,31730
"8016","IA",52584,36029
"8017","IA",52585,53869
"8018","IA",52586,50000
"8019","IA",52590,36413
"8020","IA",52591,54369
"8021","IA",52594,46428
"8022","IA",52601,50000
"8023","IA",52619,49074
"8024","IA",52620,40131
"8025","IA",52621,54166
"8026","IA",52623,56382
"8027","IA",52625,55532
"8028","IA",52626,44250
"8029","IA",52627,49933
"8030","IA",52630,40625
"8031","IA",52632,46021
"8032","IA",52635,39166
"8033","IA",52637,58913
"8034","IA",52638,55288
"8035","IA",52639,50852
"8036","IA",52640,51250
"8037","IA",52641,51647
"8038","IA",52644,48750
"8039","IA",52645,53368
"8040","IA",52646,48611
"8041","IA",52649,48295
"8042","IA",52650,62171
"8043","IA",52651,44230
"8044","IA",52653,55175
"8045","IA",52654,51811
"8046","IA",52655,53485
"8047","IA",52656,63068
"8048","IA",52658,64500
"8049","IA",52659,50000
"8050","IA",52660,53571
"8051","IA",52720,56097
"8052","IA",52721,57986
"8053","IA",52722,80614
"8054","IA",52726,75340
"8055","IA",52727,56250
"8056","IA",52729,58125
"8057","IA",52730,56302
"8058","IA",52731,53658
"8059","IA",52732,48892
"8060","IA",52737,43055
"8061","IA",52738,50000
"8062","IA",52739,45357
"8063","IA",52742,65796
"8064","IA",52745,59482
"8065","IA",52746,64627
"8066","IA",52747,63541
"8067","IA",52748,74339
"8068","IA",52749,63858
"8069","IA",52750,60267
"8070","IA",52751,56500
"8071","IA",52753,83286
"8072","IA",52754,61875
"8073","IA",52755,60771
"8074","IA",52756,78341
"8075","IA",52760,62068
"8076","IA",52761,54839
"8077","IA",52765,61250
"8078","IA",52766,55128
"8079","IA",52768,62683
"8080","IA",52769,53879
"8081","IA",52772,60706
"8082","IA",52773,59933
"8083","IA",52776,54475
"8084","IA",52777,52217
"8085","IA",52778,59309
"8086","IA",52801,40625
"8087","IA",52802,33224
"8088","IA",52803,48829
"8089","IA",52804,47979
"8090","IA",52806,53292
"8091","IA",52807,74189
"8092","KS",66002,48460
"8093","KS",66006,63583
"8094","KS",66007,75869
"8095","KS",66008,45833
"8096","KS",66010,40760
"8097","KS",66012,59532
"8098","KS",66013,88709
"8099","KS",66014,50000
"8100","KS",66015,41911
"8101","KS",66016,56018
"8102","KS",66017,54807
"8103","KS",66018,65346
"8104","KS",66020,59797
"8105","KS",66021,58789
"8106","KS",66023,49489
"8107","KS",66025,60607
"8108","KS",66026,51209
"8109","KS",66027,70972
"8110","KS",66030,62327
"8111","KS",66032,49587
"8112","KS",66033,55357
"8113","KS",66035,50914
"8114","KS",66039,42307
"8115","KS",66040,52731
"8116","KS",66041,46875
"8117","KS",66042,50694
"8118","KS",66043,64896
"8119","KS",66044,45890
"8120","KS",66046,45431
"8121","KS",66047,64293
"8122","KS",66048,56012
"8123","KS",66049,72167
"8124","KS",66050,59691
"8125","KS",66052,65860
"8126","KS",66053,73816
"8127","KS",66054,56102
"8128","KS",66056,46590
"8129","KS",66058,41911
"8130","KS",66060,53316
"8131","KS",66061,72619
"8132","KS",66062,76023
"8133","KS",66064,44026
"8134","KS",66066,58928
"8135","KS",66067,49180
"8136","KS",66070,62061
"8137","KS",66071,61236
"8138","KS",66072,54545
"8139","KS",66073,57783
"8140","KS",66075,46348
"8141","KS",66076,49605
"8142","KS",66078,47500
"8143","KS",66079,52500
"8144","KS",66080,50000
"8145","KS",66083,72567
"8146","KS",66085,107069
"8147","KS",66086,65990
"8148","KS",66087,51209
"8149","KS",66088,53690
"8150","KS",66090,49549
"8151","KS",66091,29687
"8152","KS",66092,62228
"8153","KS",66093,52678
"8154","KS",66094,40277
"8155","KS",66095,47256
"8156","KS",66097,54444
"8157","KS",66101,27186
"8158","KS",66102,31706
"8159","KS",66103,38683
"8160","KS",66104,32976
"8161","KS",66105,27000
"8162","KS",66106,40434
"8163","KS",66109,65489
"8164","KS",66111,47727
"8165","KS",66112,41048
"8166","KS",66202,56546
"8167","KS",66203,52077
"8168","KS",66204,50780
"8169","KS",66205,82753
"8170","KS",66206,116901
"8171","KS",66207,93238
"8172","KS",66208,96346
"8173","KS",66209,109443
"8174","KS",66210,71975
"8175","KS",66211,113324
"8176","KS",66212,57612
"8177","KS",66213,91264
"8178","KS",66214,55977
"8179","KS",66215,67645
"8180","KS",66216,77286
"8181","KS",66217,81909
"8182","KS",66218,95844
"8183","KS",66219,73987
"8184","KS",66220,122567
"8185","KS",66221,125237
"8186","KS",66223,90142
"8187","KS",66224,126016
"8188","KS",66226,98656
"8189","KS",66227,94931
"8190","KS",66401,54613
"8191","KS",66402,70955
"8192","KS",66403,48986
"8193","KS",66404,52000
"8194","KS",66406,49404
"8195","KS",66407,52840
"8196","KS",66408,56250
"8197","KS",66409,72641
"8198","KS",66411,45909
"8199","KS",66412,47500
"8200","KS",66413,47819
"8201","KS",66414,49809
"8202","KS",66415,54166
"8203","KS",66416,47282
"8204","KS",66417,50735
"8205","KS",66418,55000
"8206","KS",66419,38888
"8207","KS",66422,39772
"8208","KS",66423,51315
"8209","KS",66424,49500
"8210","KS",66425,44791
"8211","KS",66427,58333
"8212","KS",66428,37500
"8213","KS",66429,52232
"8214","KS",66431,47916
"8215","KS",66432,42763
"8216","KS",66434,49769
"8217","KS",66436,52059
"8218","KS",66438,39062
"8219","KS",66439,39397
"8220","KS",66440,58463
"8221","KS",66441,42717
"8222","KS",66442,28942
"8223","KS",66449,51013
"8224","KS",66451,53240
"8225","KS",66502,49779
"8226","KS",66503,77751
"8227","KS",66507,63235
"8228","KS",66508,52958
"8229","KS",66509,46521
"8230","KS",66510,50378
"8231","KS",66512,59782
"8232","KS",66514,62012
"8233","KS",66515,46250
"8234","KS",66516,39166
"8235","KS",66517,38175
"8236","KS",66520,61206
"8237","KS",66521,50892
"8238","KS",66523,46932
"8239","KS",66524,56573
"8240","KS",66526,56439
"8241","KS",66527,37500
"8242","KS",66528,43750
"8243","KS",66531,52692
"8244","KS",66532,50480
"8245","KS",66533,56089
"8246","KS",66534,60537
"8247","KS",66535,57226
"8248","KS",66536,50646
"8249","KS",66537,50000
"8250","KS",66538,56994
"8251","KS",66539,64507
"8252","KS",66540,46875
"8253","KS",66541,37500
"8254","KS",66542,67369
"8255","KS",66543,50735
