"","state","zip","agi"
"13665","MO",64843,38000
"13666","MO",64844,37943
"13667","MO",64847,23863
"13668","MO",64848,35576
"13669","MO",64850,43873
"13670","MO",64854,32635
"13671","MO",64855,53125
"13672","MO",64856,44161
"13673","MO",64859,39150
"13674","MO",64861,34090
"13675","MO",64862,39781
"13676","MO",64863,35937
"13677","MO",64865,45200
"13678","MO",64866,38750
"13679","MO",64867,40957
"13680","MO",64870,47383
"13681","MO",64873,40878
"13682","MO",65001,41666
"13683","MO",65010,62153
"13684","MO",65011,39325
"13685","MO",65013,40000
"13686","MO",65014,40159
"13687","MO",65016,55753
"13688","MO",65017,31150
"13689","MO",65018,47351
"13690","MO",65020,47325
"13691","MO",65023,55232
"13692","MO",65024,39166
"13693","MO",65025,37500
"13694","MO",65026,38354
"13695","MO",65032,50986
"13696","MO",65034,34722
"13697","MO",65035,54464
"13698","MO",65037,44385
"13699","MO",65039,69097
"13700","MO",65040,52083
"13701","MO",65041,50836
"13702","MO",65043,51684
"13703","MO",65046,51650
"13704","MO",65047,36274
"13705","MO",65049,59542
"13706","MO",65050,34090
"13707","MO",65051,46646
"13708","MO",65052,49058
"13709","MO",65053,72644
"13710","MO",65054,55059
"13711","MO",65058,48724
"13712","MO",65059,50000
"13713","MO",65061,37500
"13714","MO",65063,51620
"13715","MO",65064,36363
"13716","MO",65065,53162
"13717","MO",65066,43518
"13718","MO",65067,38815
"13719","MO",65068,53879
"13720","MO",65069,46120
"13721","MO",65072,44301
"13722","MO",65074,48291
"13723","MO",65075,55882
"13724","MO",65076,54435
"13725","MO",65077,39772
"13726","MO",65078,37050
"13727","MO",65079,57397
"13728","MO",65080,59883
"13729","MO",65081,49321
"13730","MO",65082,40476
"13731","MO",65083,31617
"13732","MO",65084,37996
"13733","MO",65085,54761
"13734","MO",65101,53275
"13735","MO",65109,57895
"13736","MO",65201,48911
"13737","MO",65202,45720
"13738","MO",65203,70119
"13739","MO",65230,40725
"13740","MO",65231,46790
"13741","MO",65232,39583
"13742","MO",65233,48642
"13743","MO",65236,43958
"13744","MO",65237,45833
"13745","MO",65239,51229
"13746","MO",65240,51478
"13747","MO",65243,47043
"13748","MO",65244,45833
"13749","MO",65247,48000
"13750","MO",65248,45810
"13751","MO",65250,45673
"13752","MO",65251,46788
"13753","MO",65254,50801
"13754","MO",65255,55789
"13755","MO",65256,54654
"13756","MO",65257,41977
"13757","MO",65258,41447
"13758","MO",65259,45426
"13759","MO",65260,46428
"13760","MO",65261,43112
"13761","MO",65262,50000
"13762","MO",65263,42333
"13763","MO",65264,54166
"13764","MO",65265,44812
"13765","MO",65270,45476
"13766","MO",65274,45376
"13767","MO",65275,44742
"13768","MO",65276,46830
"13769","MO",65279,73033
"13770","MO",65281,50384
"13771","MO",65283,38750
"13772","MO",65284,52669
"13773","MO",65285,49609
"13774","MO",65287,37500
"13775","MO",65301,43390
"13776","MO",65305,34814
"13777","MO",65321,47023
"13778","MO",65322,47222
"13779","MO",65323,41666
"13780","MO",65324,42452
"13781","MO",65325,44123
"13782","MO",65326,37137
"13783","MO",65329,38750
"13784","MO",65330,37500
"13785","MO",65332,43923
"13786","MO",65333,42968
"13787","MO",65334,48214
"13788","MO",65335,33653
"13789","MO",65336,47818
"13790","MO",65337,40512
"13791","MO",65338,38617
"13792","MO",65339,49479
"13793","MO",65340,45435
"13794","MO",65344,44642
"13795","MO",65345,38815
"13796","MO",65347,44907
"13797","MO",65348,48636
"13798","MO",65349,39135
"13799","MO",65350,45616
"13800","MO",65351,43750
"13801","MO",65354,41847
"13802","MO",65355,39077
"13803","MO",65360,41061
"13804","MO",65401,48999
"13805","MO",65438,33891
"13806","MO",65440,42187
"13807","MO",65441,40909
"13808","MO",65444,34868
"13809","MO",65446,28676
"13810","MO",65449,32142
"13811","MO",65452,41503
"13812","MO",65453,41443
"13813","MO",65456,40277
"13814","MO",65457,31250
"13815","MO",65459,43688
"13816","MO",65462,42708
"13817","MO",65463,34121
"13818","MO",65464,28125
"13819","MO",65466,34420
"13820","MO",65470,41562
"13821","MO",65473,42763
"13822","MO",65479,29807
"13823","MO",65483,40012
"13824","MO",65486,38992
"13825","MO",65534,36458
"13826","MO",65535,36553
"13827","MO",65536,40957
"13828","MO",65542,37823
"13829","MO",65543,33333
"13830","MO",65548,37165
"13831","MO",65550,41891
"13832","MO",65552,50168
"13833","MO",65555,31089
"13834","MO",65556,42090
"13835","MO",65557,32500
"13836","MO",65559,44429
"13837","MO",65560,40630
"13838","MO",65565,37267
"13839","MO",65566,45454
"13840","MO",65567,37244
"13841","MO",65570,33552
"13842","MO",65571,36698
"13843","MO",65580,40972
"13844","MO",65582,46010
"13845","MO",65583,51104
"13846","MO",65584,46385
"13847","MO",65588,30585
"13848","MO",65590,37000
"13849","MO",65591,34533
"13850","MO",65601,39843
"13851","MO",65604,46875
"13852","MO",65605,38957
"13853","MO",65606,33770
"13854","MO",65608,37148
"13855","MO",65609,36574
"13856","MO",65610,51267
"13857","MO",65611,46067
"13858","MO",65612,50438
"13859","MO",65613,47129
"13860","MO",65614,35416
"13861","MO",65616,41072
"13862","MO",65617,45376
"13863","MO",65619,55810
"13864","MO",65620,37500
"13865","MO",65622,41219
"13866","MO",65624,44014
"13867","MO",65625,42346
"13868","MO",65626,38157
"13869","MO",65627,37500
"13870","MO",65629,35500
"13871","MO",65630,68181
"13872","MO",65631,51877
"13873","MO",65632,40760
"13874","MO",65633,39800
"13875","MO",65634,31730
"13876","MO",65635,39583
"13877","MO",65637,33445
"13878","MO",65638,29166
"13879","MO",65640,35937
"13880","MO",65641,42045
"13881","MO",65644,42976
"13882","MO",65646,41310
"13883","MO",65647,33238
"13884","MO",65648,53138
"13885","MO",65649,39112
"13886","MO",65650,35969
"13887","MO",65652,45158
"13888","MO",65653,37903
"13889","MO",65655,36195
"13890","MO",65656,41365
"13891","MO",65658,45639
"13892","MO",65661,38157
"13893","MO",65662,34166
"13894","MO",65663,43601
"13895","MO",65667,37615
"13896","MO",65668,37701
"13897","MO",65669,45833
"13898","MO",65672,39447
"13899","MO",65674,33522
"13900","MO",65676,27500
"13901","MO",65679,36160
"13902","MO",65680,30434
"13903","MO",65681,45526
"13904","MO",65682,45781
"13905","MO",65685,33593
"13906","MO",65686,50570
"13907","MO",65689,37571
"13908","MO",65690,32954
"13909","MO",65692,37500
"13910","MO",65702,31250
"13911","MO",65704,37764
"13912","MO",65705,39176
"13913","MO",65706,47652
"13914","MO",65707,42236
"13915","MO",65708,45927
"13916","MO",65710,43396
"13917","MO",65711,37784
"13918","MO",65712,47213
"13919","MO",65713,40353
"13920","MO",65714,59225
"13921","MO",65717,38690
"13922","MO",65720,35648
"13923","MO",65721,55868
"13924","MO",65722,37333
"13925","MO",65723,41083
"13926","MO",65724,37500
"13927","MO",65725,47222
"13928","MO",65729,27500
"13929","MO",65731,27884
"13930","MO",65732,32500
"13931","MO",65733,36184
"13932","MO",65734,37306
"13933","MO",65737,45982
"13934","MO",65738,51803
"13935","MO",65739,47540
"13936","MO",65740,26528
"13937","MO",65742,60136
"13938","MO",65745,37371
"13939","MO",65746,35989
"13940","MO",65747,48275
"13941","MO",65752,45833
"13942","MO",65753,44335
"13943","MO",65754,43589
"13944","MO",65755,31250
"13945","MO",65756,34615
"13946","MO",65757,55446
"13947","MO",65759,32000
"13948","MO",65760,30978
"13949","MO",65761,34523
"13950","MO",65762,31617
"13951","MO",65764,29891
"13952","MO",65767,38815
"13953","MO",65768,31250
"13954","MO",65769,39194
"13955","MO",65770,47222
"13956","MO",65771,54310
"13957","MO",65772,39351
"13958","MO",65773,30921
"13959","MO",65774,33928
"13960","MO",65775,44007
"13961","MO",65777,22916
"13962","MO",65778,29166
"13963","MO",65779,37824
"13964","MO",65781,51546
"13965","MO",65785,41995
"13966","MO",65786,35185
"13967","MO",65787,47222
"13968","MO",65788,30147
"13969","MO",65789,39583
"13970","MO",65790,34274
"13971","MO",65791,38951
"13972","MO",65793,39377
"13973","MO",65802,40058
"13974","MO",65803,38183
"13975","MO",65804,53649
"13976","MO",65806,26704
"13977","MO",65807,39983
"13978","MO",65809,98822
"13979","MO",65810,70092
"13980","MT",59001,63224
"13981","MT",59003,42777
"13982","MT",59006,47435
"13983","MT",59008,40833
"13984","MT",59011,57298
"13985","MT",59014,50000
"13986","MT",59015,36607
"13987","MT",59016,38425
"13988","MT",59019,64248
"13989","MT",59022,33168
"13990","MT",59024,40625
"13991","MT",59027,43000
"13992","MT",59028,57352
"13993","MT",59029,47727
"13994","MT",59030,48801
"13995","MT",59031,33928
"13996","MT",59032,42045
"13997","MT",59034,50810
"13998","MT",59037,64630
"13999","MT",59038,53125
"14000","MT",59041,60461
"14001","MT",59044,59156
"14002","MT",59046,53260
"14003","MT",59047,50825
"14004","MT",59050,36553
"14005","MT",59053,27976
"14006","MT",59057,67916
"14007","MT",59061,60227
"14008","MT",59063,66276
"14009","MT",59064,37500
"14010","MT",59065,45833
"14011","MT",59068,61250
"14012","MT",59069,54807
"14013","MT",59070,56250
"14014","MT",59072,53012
"14015","MT",59074,33152
"14016","MT",59075,33333
"14017","MT",59079,63301
"14018","MT",59086,48863
"14019","MT",59087,41911
"14020","MT",59088,56681
"14021","MT",59089,26785
"14022","MT",59101,46475
"14023","MT",59102,57338
"14024","MT",59105,59538
"14025","MT",59106,92106
"14026","MT",59201,46256
"14027","MT",59212,70673
"14028","MT",59213,46428
"14029","MT",59215,50877
"14030","MT",59218,71767
"14031","MT",59221,70454
"14032","MT",59222,45000
"14033","MT",59223,68181
"14034","MT",59225,31250
"14035","MT",59226,59210
"14036","MT",59230,56410
"14037","MT",59241,46323
"14038","MT",59243,57500
"14039","MT",59247,51388
"14040","MT",59248,50781
"14041","MT",59250,37500
"14042","MT",59254,56788
"14043","MT",59255,37604
"14044","MT",59259,54375
"14045","MT",59261,48214
"14046","MT",59262,63257
"14047","MT",59263,60192
"14048","MT",59270,72612
"14049","MT",59275,63235
"14050","MT",59301,54034
"14051","MT",59313,69200
"14052","MT",59317,53636
"14053","MT",59324,51644
"14054","MT",59326,43750
"14055","MT",59327,57539
"14056","MT",59330,60768
"14057","MT",59336,60000
"14058","MT",59337,52702
"14059","MT",59344,55357
"14060","MT",59347,39285
"14061","MT",59349,51829
"14062","MT",59353,52393
"14063","MT",59401,41853
"14064","MT",59404,59621
"14065","MT",59405,46080
"14066","MT",59412,48611
"14067","MT",59414,38194
"14068","MT",59416,47222
"14069","MT",59417,33382
"14070","MT",59420,26785
"14071","MT",59421,51041
"14072","MT",59422,45018
"14073","MT",59425,45617
"14074","MT",59427,45432
"14075","MT",59430,49431
"14076","MT",59433,47115
"14077","MT",59436,60416
"14078","MT",59442,50000
"14079","MT",59443,58620
"14080","MT",59444,18382
"14081","MT",59446,42261
"14082","MT",59447,37500
"14083","MT",59450,53472
"14084","MT",59451,45192
"14085","MT",59452,46354
"14086","MT",59453,43269
"14087","MT",59456,17857
"14088","MT",59457,51777
"14089","MT",59460,37500
"14090","MT",59464,40178
"14091","MT",59468,56018
"14092","MT",59471,39583
"14093","MT",59472,45833
"14094","MT",59474,51950
"14095","MT",59479,42307
"14096","MT",59480,42187
"14097","MT",59482,48897
"14098","MT",59483,41810
"14099","MT",59484,32954
"14100","MT",59486,34902
"14101","MT",59487,49553
"14102","MT",59489,42857
"14103","MT",59501,50871
"14104","MT",59520,50520
"14105","MT",59521,35750
"14106","MT",59522,41609
"14107","MT",59523,51125
"14108","MT",59524,31250
"14109","MT",59525,32812
"14110","MT",59526,38586
"14111","MT",59528,42500
"14112","MT",59531,39583
"14113","MT",59538,49452
"14114","MT",59540,46710
"14115","MT",59542,37500
"14116","MT",59601,57503
"14117","MT",59602,62822
"14118","MT",59632,47500
"14119","MT",59634,81766
"14120","MT",59635,52947
"14121","MT",59639,44642
"14122","MT",59643,38970
"14123","MT",59644,51554
"14124","MT",59645,44776
"14125","MT",59648,46551
"14126","MT",59701,50165
"14127","MT",59711,47730
"14128","MT",59714,53723
"14129","MT",59715,61688
"14130","MT",59718,59513
"14131","MT",59720,57031
"14132","MT",59721,57031
"14133","MT",59722,46120
"14134","MT",59725,50404
"14135","MT",59729,59475
"14136","MT",59730,61597
"14137","MT",59731,35000
"14138","MT",59739,33928
"14139","MT",59741,61059
"14140","MT",59749,54000
"14141","MT",59750,58593
"14142","MT",59752,53472
"14143","MT",59754,48097
"14144","MT",59758,47656
"14145","MT",59759,51035
"14146","MT",59761,47916
"14147","MT",59762,54166
"14148","MT",59801,40969
"14149","MT",59802,47245
"14150","MT",59803,67604
"14151","MT",59804,63114
"14152","MT",59808,55540
"14153","MT",59820,49784
"14154","MT",59821,42769
"14155","MT",59823,53205
"14156","MT",59824,45081
"14157","MT",59825,49639
"14158","MT",59826,52500
"14159","MT",59827,29687
"14160","MT",59828,53258
"14161","MT",59829,47196
"14162","MT",59831,30357
"14163","MT",59832,45967
"14164","MT",59833,61446
"14165","MT",59834,61372
"14166","MT",59837,44166
"14167","MT",59840,49537
"14168","MT",59844,45000
"14169","MT",59845,35060
"14170","MT",59846,57758
"14171","MT",59847,57702
"14172","MT",59853,44921
"14173","MT",59854,39583
"14174","MT",59858,51056
"14175","MT",59859,44454
"14176","MT",59860,49381
"14177","MT",59864,39599
"14178","MT",59865,43951
"14179","MT",59866,41666
"14180","MT",59868,53443
"14181","MT",59870,52907
"14182","MT",59872,45026
"14183","MT",59873,47192
"14184","MT",59874,47540
"14185","MT",59875,51406
"14186","MT",59901,52389
"14187","MT",59910,51315
"14188","MT",59911,61038
"14189","MT",59912,49463
"14190","MT",59914,54807
"14191","MT",59915,29807
"14192","MT",59917,47245
"14193","MT",59920,56071
"14194","MT",59922,59347
"14195","MT",59923,48644
"14196","MT",59925,49780
"14197","MT",59926,33088
"14198","MT",59930,43303
"14199","MT",59931,57692
"14200","MT",59932,57812
"14201","MT",59935,45648
"14202","MT",59937,64146
"14203","NE",68002,68269
"14204","NE",68003,64833
"14205","NE",68004,56097
"14206","NE",68005,51156
"14207","NE",68007,92362
"14208","NE",68008,68280
"14209","NE",68014,42045
"14210","NE",68015,57880
"14211","NE",68017,67269
"14212","NE",68018,61956
"14213","NE",68019,50000
"14214","NE",68020,48106
"14215","NE",68022,96877
"14216","NE",68023,76512
"14217","NE",68025,52410
"14218","NE",68028,88303
"14219","NE",68029,53658
"14220","NE",68030,56597
"14221","NE",68031,61993
"14222","NE",68033,59027
"14223","NE",68034,64024
"14224","NE",68036,47222
"14225","NE",68037,69117
"14226","NE",68038,51923
"14227","NE",68039,22965
"14228","NE",68040,54861
"14229","NE",68041,54545
"14230","NE",68044,60775
"14231","NE",68045,58702
"14232","NE",68046,78046
"14233","NE",68047,65506
"14234","NE",68048,62925
"14235","NE",68050,45258
"14236","NE",68055,43269
"14237","NE",68057,55535
"14238","NE",68058,67500
"14239","NE",68059,73885
"14240","NE",68061,53669
"14241","NE",68062,62500
"14242","NE",68064,69291
"14243","NE",68065,59107
"14244","NE",68066,62790
"14245","NE",68067,36764
"14246","NE",68069,88928
"14247","NE",68070,51785
"14248","NE",68071,33333
"14249","NE",68073,68069
"14250","NE",68102,58345
"14251","NE",68104,40647
"14252","NE",68105,43091
"14253","NE",68106,53620
"14254","NE",68107,32781
"14255","NE",68108,35230
"14256","NE",68110,26998
"14257","NE",68111,25167
"14258","NE",68112,43186
"14259","NE",68113,31451
"14260","NE",68114,67235
"14261","NE",68116,85604
"14262","NE",68117,42331
"14263","NE",68118,98515
"14264","NE",68122,61212
"14265","NE",68123,63648
"14266","NE",68124,75333
"14267","NE",68127,51280
"14268","NE",68128,62157
"14269","NE",68130,100114
"14270","NE",68131,39114
"14271","NE",68132,68094
"14272","NE",68133,87074
"14273","NE",68134,47386
"14274","NE",68135,87701
"14275","NE",68136,89037
"14276","NE",68137,58759
"14277","NE",68138,60548
"14278","NE",68142,81280
"14279","NE",68144,63941
"14280","NE",68147,49413
"14281","NE",68152,71791
"14282","NE",68154,76129
"14283","NE",68157,54761
"14284","NE",68164,63705
"14285","NE",68301,63571
"14286","NE",68303,37500
"14287","NE",68304,63333
"14288","NE",68305,60372
"14289","NE",68307,54000
"14290","NE",68310,50624
"14291","NE",68313,57051
"14292","NE",68314,50833
"14293","NE",68316,59375
"14294","NE",68317,72256
"14295","NE",68318,37500
"14296","NE",68319,57870
"14297","NE",68320,42187
"14298","NE",68321,49038
"14299","NE",68322,61413
"14300","NE",68323,39423
"14301","NE",68326,55000
"14302","NE",68327,39423
"14303","NE",68328,56250
"14304","NE",68329,49568
"14305","NE",68331,65277
"14306","NE",68333,52094
"14307","NE",68335,49553
"14308","NE",68336,72222
"14309","NE",68337,42187
"14310","NE",68338,58333
"14311","NE",68339,75173
"14312","NE",68340,49709
"14313","NE",68341,57291
"14314","NE",68342,58653
"14315","NE",68343,53061
"14316","NE",68344,49342
"14317","NE",68345,35416
"14318","NE",68346,52840
"14319","NE",68347,74364
"14320","NE",68348,43750
"14321","NE",68349,59433
"14322","NE",68351,54375
"14323","NE",68352,50165
"14324","NE",68354,53571
"14325","NE",68355,50159
"14326","NE",68357,62500
"14327","NE",68358,73018
"14328","NE",68359,64772
"14329","NE",68360,66500
"14330","NE",68361,60275
"14331","NE",68365,48863
"14332","NE",68366,61320
"14333","NE",68367,57065
"14334","NE",68368,62500
"14335","NE",68370,56114
"14336","NE",68371,71014
"14337","NE",68372,72857
"14338","NE",68376,46311
"14339","NE",68377,48611
"14340","NE",68378,59583
"14341","NE",68401,58203
"14342","NE",68402,72245
"14343","NE",68404,72777
"14344","NE",68405,63425
"14345","NE",68406,48750
"14346","NE",68407,65064
"14347","NE",68409,64722
"14348","NE",68410,54833
"14349","NE",68413,57500
"14350","NE",68414,44318
"14351","NE",68415,53879
"14352","NE",68416,35416
"14353","NE",68417,40625
"14354","NE",68418,58552
"14355","NE",68420,42105
"14356","NE",68421,50892
"14357","NE",68422,62053
"14358","NE",68423,65500
"14359","NE",68424,59765
"14360","NE",68428,76644
"14361","NE",68430,86445
"14362","NE",68431,44166
"14363","NE",68433,37500
"14364","NE",68434,64967
"14365","NE",68436,68518
"14366","NE",68437,43269
"14367","NE",68439,51785
"14368","NE",68441,40000
"14369","NE",68442,65384
"14370","NE",68443,52551
"14371","NE",68446,58778
"14372","NE",68447,44021
"14373","NE",68448,54166
"14374","NE",68450,47546
"14375","NE",68453,49166
"14376","NE",68454,56250
"14377","NE",68455,62500
"14378","NE",68456,56367
"14379","NE",68457,44166
"14380","NE",68460,62500
"14381","NE",68461,91118
"14382","NE",68462,69523
"14383","NE",68463,57465
"14384","NE",68464,39583
"14385","NE",68465,53669
"14386","NE",68466,43292
"14387","NE",68467,54882
"14388","NE",68502,50249
"14389","NE",68503,31853
"14390","NE",68504,38753
"14391","NE",68505,53014
"14392","NE",68506,61138
"14393","NE",68507,51040
"14394","NE",68508,32480
"14395","NE",68510,52205
"14396","NE",68512,78021
"14397","NE",68516,76861
"14398","NE",68517,79629
"14399","NE",68520,115845
"14400","NE",68521,51247
"14401","NE",68522,52640
"14402","NE",68523,98479
"14403","NE",68524,47722
"14404","NE",68526,100675
"14405","NE",68527,99292
"14406","NE",68528,52375
"14407","NE",68532,89919
"14408","NE",68601,55574
"14409","NE",68620,62683
"14410","NE",68621,54500
"14411","NE",68622,50000
"14412","NE",68623,35416
"14413","NE",68624,51902
"14414","NE",68626,58870
"14415","NE",68627,48046
"14416","NE",68628,52302
"14417","NE",68629,52708
"14418","NE",68631,51785
"14419","NE",68632,53910
"14420","NE",68633,55392
"14421","NE",68635,45454
"14422","NE",68636,56967
"14423","NE",68637,33928
"14424","NE",68638,47395
"14425","NE",68640,50528
"14426","NE",68641,57311
"14427","NE",68642,64680
"14428","NE",68643,59883
"14429","NE",68644,60855
"14430","NE",68647,50390
"14431","NE",68648,61309
"14432","NE",68649,57228
"14433","NE",68651,57617
"14434","NE",68652,55555
"14435","NE",68653,52364
"14436","NE",68654,54464
"14437","NE",68658,56818
"14438","NE",68660,49739
"14439","NE",68661,43803
"14440","NE",68662,55681
"14441","NE",68663,47426
"14442","NE",68665,50641
"14443","NE",68666,54111
"14444","NE",68669,53977
"14445","NE",68701,54248
"14446","NE",68710,52027
"14447","NE",68713,50714
"14448","NE",68714,57843
"14449","NE",68715,57467
"14450","NE",68716,50609
"14451","NE",68718,53947
"14452","NE",68720,54166
"14453","NE",68722,39772
"14454","NE",68723,56730
"14455","NE",68725,41666
"14456","NE",68726,52343
"14457","NE",68727,54285
"14458","NE",68728,37500
"14459","NE",68729,50625
"14460","NE",68730,55028
"14461","NE",68731,50000
"14462","NE",68732,37500
"14463","NE",68733,51077
"14464","NE",68735,46875
"14465","NE",68736,54017
"14466","NE",68739,61450
"14467","NE",68740,58552
"14468","NE",68741,61693
"14469","NE",68742,26136
"14470","NE",68743,59375
"14471","NE",68745,57857
"14472","NE",68746,44078
"14473","NE",68748,47500
"14474","NE",68752,52573
"14475","NE",68755,35227
"14476","NE",68756,53651
"14477","NE",68757,49583
"14478","NE",68758,49750
"14479","NE",68759,32954
"14480","NE",68760,36805
"14481","NE",68761,35000
"14482","NE",68763,52247
"14483","NE",68764,46969
"14484","NE",68765,64682
"14485","NE",68766,41666
"14486","NE",68767,61317
"14487","NE",68768,57327
"14488","NE",68769,49542
"14489","NE",68770,59683
"14490","NE",68771,55457
"14491","NE",68774,52083
"14492","NE",68776,41440
"14493","NE",68777,50403
"14494","NE",68778,41203
"14495","NE",68779,51605
"14496","NE",68780,48437
"14497","NE",68781,60714
"14498","NE",68783,46428
"14499","NE",68784,45202
"14500","NE",68785,50961
"14501","NE",68786,56382
"14502","NE",68787,57755
"14503","NE",68788,59012
"14504","NE",68790,49285
"14505","NE",68791,55694
"14506","NE",68792,42261
"14507","NE",68801,42894
"14508","NE",68803,55898
"14509","NE",68810,40686
"14510","NE",68812,57770
"14511","NE",68813,54000
"14512","NE",68814,48295
"14513","NE",68815,44907
"14514","NE",68817,34558
"14515","NE",68818,62116
"14516","NE",68820,44444
"14517","NE",68822,53286
"14518","NE",68823,45744
"14519","NE",68824,56835
"14520","NE",68825,52616
"14521","NE",68826,52471
"14522","NE",68827,56250
"14523","NE",68828,35227
"14524","NE",68831,53437
"14525","NE",68832,69072
"14526","NE",68833,39583
"14527","NE",68834,35227
"14528","NE",68835,41071
"14529","NE",68836,58132
"14530","NE",68838,33928
"14531","NE",68840,53492
"14532","NE",68841,57258
"14533","NE",68842,50480
"14534","NE",68843,58333
"14535","NE",68844,37500
"14536","NE",68845,63348
"14537","NE",68846,45192
"14538","NE",68847,54268
"14539","NE",68850,41828
"14540","NE",68852,50480
"14541","NE",68853,45335
"14542","NE",68854,63513
"14543","NE",68855,40277
"14544","NE",68856,56250
"14545","NE",68858,41666
"14546","NE",68859,36309
"14547","NE",68860,35937
"14548","NE",68862,51515
"14549","NE",68863,49019
"14550","NE",68864,48369
"14551","NE",68865,68112
"14552","NE",68866,62500
"14553","NE",68869,49489
"14554","NE",68870,62980
"14555","NE",68871,35000
"14556","NE",68872,54878
"14557","NE",68873,54614
"14558","NE",68874,41369
"14559","NE",68875,39772
"14560","NE",68876,54280
"14561","NE",68878,40131
"14562","NE",68879,35833
"14563","NE",68882,40131
"14564","NE",68883,57683
"14565","NE",68901,52359
"14566","NE",68920,51730
"14567","NE",68922,48706
"14568","NE",68924,52801
"14569","NE",68925,62500
"14570","NE",68926,46484
"14571","NE",68927,56018
"14572","NE",68928,52083
"14573","NE",68930,49784
"14574","NE",68932,41250
"14575","NE",68933,55523
"14576","NE",68935,53879
"14577","NE",68937,61046
"14578","NE",68938,52000
"14579","NE",68939,47916
"14580","NE",68940,55952
"14581","NE",68941,55714
"14582","NE",68942,37500
"14583","NE",68943,35227
"14584","NE",68944,45047
"14585","NE",68947,55357
"14586","NE",68948,34166
"14587","NE",68949,59055
"14588","NE",68950,44166
"14589","NE",68955,68170
"14590","NE",68956,60141
"14591","NE",68957,53365
"14592","NE",68958,59375
"14593","NE",68959,57954
"14594","NE",68961,44791
"14595","NE",68966,47265
"14596","NE",68967,50531
"14597","NE",68970,43032
"14598","NE",68971,51875
"14599","NE",68973,57386
"14600","NE",68977,35576
"14601","NE",68978,47500
"14602","NE",68979,58676
"14603","NE",68980,55952
"14604","NE",68981,42857
"14605","NE",68982,53125
"14606","NE",69001,52558
"14607","NE",69020,44078
"14608","NE",69021,53009
"14609","NE",69022,53345
"14610","NE",69023,44852
"14611","NE",69024,51785
"14612","NE",69025,49147
"14613","NE",69028,57575
"14614","NE",69029,42187
"14615","NE",69030,39583
"14616","NE",69032,41666
"14617","NE",69033,65217
"14618","NE",69034,50297
"14619","NE",69038,50657
"14620","NE",69040,42708
"14621","NE",69043,45454
"14622","NE",69044,50378
"14623","NE",69045,47865
"14624","NE",69101,56231
"14625","NE",69120,52034
"14626","NE",69121,41071
"14627","NE",69122,50403
"14628","NE",69123,54941
"14629","NE",69125,48437
"14630","NE",69127,48928
"14631","NE",69128,34722
"14632","NE",69129,50646
"14633","NE",69130,50865
"14634","NE",69131,51724
"14635","NE",69133,42187
"14636","NE",69134,61607
"14637","NE",69138,55348
"14638","NE",69140,60737
"14639","NE",69141,45394
"14640","NE",69143,59601
"14641","NE",69144,37500
"14642","NE",69145,51679
"14643","NE",69146,35416
"14644","NE",69147,37500
"14645","NE",69149,51893
"14646","NE",69150,53977
"14647","NE",69151,54779
"14648","NE",69152,50312
"14649","NE",69153,50975
"14650","NE",69154,43269
"14651","NE",69155,53977
"14652","NE",69156,55303
"14653","NE",69162,61704
"14654","NE",69163,52812
"14655","NE",69165,61265
"14656","NE",69166,50000
"14657","NE",69167,47794
"14658","NE",69168,37500
"14659","NE",69169,59500
"14660","NE",69170,37500
"14661","NE",69201,51417
"14662","NE",69210,52293
"14663","NE",69211,54166
"14664","NE",69217,39880
"14665","NE",69218,35000
"14666","NE",69301,59408
"14667","NE",69333,54166
"14668","NE",69334,47446
"14669","NE",69336,50721
"14670","NE",69337,49577
"14671","NE",69339,44117
"14672","NE",69341,52016
"14673","NE",69343,45911
"14674","NE",69345,43750
"14675","NE",69346,42500
"14676","NE",69347,49107
"14677","NE",69348,53653
"14678","NE",69350,48026
"14679","NE",69352,35326
"14680","NE",69356,45166
"14681","NE",69357,49618
"14682","NE",69358,46951
"14683","NE",69360,42688
"14684","NE",69361,50941
"14685","NE",69366,40000
"14686","NE",69367,34722
"14687","NV",89001,53048
"14688","NV",89002,67959
"14689","NV",89005,67453
"14690","NV",89008,48369
"14691","NV",89010,43055
"14692","NV",89011,59903
"14693","NV",89012,76137
"14694","NV",89013,42857
"14695","NV",89014,52207
"14696","NV",89015,50681
"14697","NV",89019,41452
"14698","NV",89020,43154
"14699","NV",89027,54631
"14700","NV",89029,46042
"14701","NV",89030,26730
"14702","NV",89031,48386
"14703","NV",89032,40565
"14704","NV",89040,55475
"14705","NV",89043,55921
"14706","NV",89044,89500
"14707","NV",89045,94006
"14708","NV",89046,36458
"14709","NV",89048,46362
"14710","NV",89049,59649
"14711","NV",89052,85177
"14712","NV",89060,45936
"14713","NV",89061,58502
"14714","NV",89074,65091
"14715","NV",89081,46673
"14716","NV",89084,64196
"14717","NV",89085,73642
"14718","NV",89086,42115
"14719","NV",89101,28951
"14720","NV",89102,35936
"14721","NV",89103,37155
"14722","NV",89104,32293
"14723","NV",89106,30121
"14724","NV",89107,38797
"14725","NV",89108,36215
"14726","NV",89109,70034
"14727","NV",89110,37208
"14728","NV",89113,60954
"14729","NV",89115,30008
"14730","NV",89117,59669
"14731","NV",89118,46979
"14732","NV",89119,32889
"14733","NV",89120,49325
"14734","NV",89121,36959
"14735","NV",89122,39133
"14736","NV",89123,57910
"14737","NV",89124,72500
"14738","NV",89128,51598
"14739","NV",89129,60451
"14740","NV",89130,57698
