state,zip,agi
New Mexico,88030,34470
New Mexico,88039,36309
New Mexico,88041,33796
New Mexico,88042,39772
New Mexico,88043,38616
New Mexico,88044,42700
New Mexico,88045,41287
New Mexico,88047,41402
New Mexico,88048,26422
New Mexico,88049,45065
New Mexico,88061,47949
New Mexico,88063,22808
New Mexico,88072,29941
New Mexico,88081,27971
New Mexico,88101,44311
New Mexico,88116,40833
New Mexico,88119,37328
New Mexico,88124,45000
New Mexico,88130,40603
New Mexico,88135,42613
New Mexico,88201,55803
New Mexico,88203,35622
New Mexico,88210,64076
New Mexico,88220,59877
New Mexico,88230,40837
New Mexico,88232,42319
New Mexico,88240,51793
New Mexico,88242,70960
New Mexico,88250,40277
New Mexico,88252,59691
New Mexico,88253,48986
New Mexico,88256,50160
New Mexico,88260,56123
New Mexico,88265,44642
New Mexico,88267,50765
New Mexico,88301,39150
New Mexico,88310,44507
New Mexico,88311,49563
New Mexico,88312,67990
New Mexico,88316,39381
New Mexico,88317,53164
New Mexico,88318,40625
New Mexico,88330,39937
New Mexico,88336,25000
New Mexico,88337,50107
New Mexico,88339,56500
New Mexico,88340,29006
New Mexico,88341,51562
New Mexico,88345,44903
New Mexico,88346,30839
New Mexico,88348,29166
New Mexico,88352,38304
New Mexico,88401,34086
New Mexico,88415,45661
New Mexico,88418,35416
New Mexico,88426,40500
New Mexico,88434,32812
New Mexico,88435,33396
New York,10001,93675
New York,10002,47638
New York,10003,112487
New York,10004,139608
New York,10005,128023
New York,10006,120781
New York,10007,159947
New York,10009,70112
New York,10010,116161
New York,10011,120515
New York,10012,108602
New York,10013,104249
New York,10014,122933
New York,10016,110426
New York,10017,125570
New York,10018,103477
New York,10019,107132
New York,10021,126866
New York,10022,131549
New York,10023,126220
New York,10024,121531
New York,10025,90586
New York,10026,57377
New York,10027,52621
New York,10028,119105
New York,10029,41914
New York,10030,39183
New York,10031,39467
New York,10032,37754
New York,10033,43752
New York,10034,43153
New York,10035,42628
New York,10036,94356
New York,10037,49065
New York,10038,89680
New York,10039,39340
New York,10040,42607
New York,10044,84338
New York,10065,124756
New York,10069,157729
New York,10075,122375
New York,10128,112951
New York,10162,151833
New York,10280,138908
New York,10282,180954
New York,10301,62022
New York,10302,51982
New York,10303,46813
New York,10304,56641
New York,10305,61759
New York,10306,71232
New York,10307,82686
New York,10308,76980
New York,10309,81350
New York,10310,61343
New York,10312,79200
New York,10314,70490
New York,10451,32735
New York,10452,27555
New York,10453,26501
New York,10454,26697
New York,10455,28093
New York,10456,26572
New York,10457,26713
New York,10458,29523
New York,10459,28615
New York,10460,28652
New York,10461,52251
New York,10462,42616
New York,10463,59497
New York,10464,78738
New York,10465,62252
New York,10466,39558
New York,10467,35214
New York,10468,30097
New York,10469,45694
New York,10470,52333
New York,10471,87980
New York,10472,30476
New York,10473,39820
New York,10474,27791
New York,10475,49602
New York,10501,106801
New York,10502,117737
New York,10504,153505
New York,10505,96250
New York,10506,133678
New York,10507,82518
New York,10509,79684
New York,10510,129071
New York,10511,76206
New York,10512,80794
New York,10514,146155
New York,10516,92693
New York,10518,114464
New York,10520,101129
New York,10522,101971
New York,10523,69498
New York,10524,99571
New York,10526,104719
New York,10527,117732
New York,10528,97814
New York,10530,101047
New York,10532,93917
New York,10533,120800
New York,10535,58437
New York,10536,118702
New York,10537,65345
New York,10538,134661
New York,10541,84439
New York,10543,92079
New York,10546,122916
New York,10547,79551
New York,10548,83176
New York,10549,89800
New York,10550,38859
New York,10552,72541
New York,10553,50794
New York,10560,106425
New York,10562,73354
New York,10566,57013
New York,10567,94870
New York,10570,111772
New York,10573,67565
New York,10576,129414
New York,10577,131677
New York,10578,92897
New York,10579,91157
New York,10580,132599
New York,10583,132712
New York,10588,85912
New York,10589,103308
New York,10590,113288
New York,10591,82263
New York,10594,96442
New York,10595,99107
New York,10597,136250
New York,10598,97622
New York,10601,80717
New York,10603,74569
New York,10604,79484
New York,10605,101860
New York,10606,65334
New York,10607,86294
New York,10701,47694
New York,10703,56350
New York,10704,65041
New York,10705,46939
New York,10706,115451
New York,10707,95808
New York,10708,110358
New York,10709,101115
New York,10710,77025
New York,10801,60590
New York,10803,118002
New York,10804,129084
New York,10805,63872
New York,10901,87293
New York,10913,99179
New York,10916,87326
New York,10917,85000
New York,10918,78652
New York,10919,64791
New York,10920,84250
New York,10921,75648
New York,10923,64777
New York,10924,81017
New York,10925,70100
New York,10926,72371
New York,10927,41666
New York,10928,56768
New York,10930,86304
New York,10931,57291
New York,10940,54149
New York,10941,61347
New York,10950,69391
New York,10952,63978
New York,10954,78623
New York,10956,98918
New York,10958,73551
New York,10960,79395
New York,10962,92019
New York,10963,65082
New York,10964,109577
New York,10965,90233
New York,10968,101335
New York,10969,66666
New York,10970,76043
New York,10973,74662
New York,10974,77358
New York,10975,56617
New York,10976,70535
New York,10977,48217
New York,10980,78898
New York,10983,95677
New York,10984,85865
New York,10985,68382
New York,10986,85851
New York,10987,88010
New York,10989,87098
New York,10990,82402
New York,10992,77754
New York,10993,47412
New York,10994,97062
New York,10996,74692
New York,10998,76693
New York,11001,83631
New York,11003,54748
New York,11004,69814
New York,11005,113199
New York,11010,75624
New York,11020,103508
New York,11021,105399
New York,11023,108471
New York,11024,104920
New York,11030,134994
New York,11040,88306
New York,11050,105529
New York,11096,41497
New York,11101,69358
New York,11102,53819
New York,11103,52800
New York,11104,55260
New York,11105,58522
New York,11106,54621
New York,11109,136919
New York,11201,111355
New York,11203,40683
New York,11204,43967
New York,11205,58218
New York,11206,37510
New York,11207,33437
New York,11208,31669
New York,11209,67981
New York,11210,52622
New York,11211,64320
New York,11212,31561
New York,11213,38491
New York,11214,43817
New York,11215,98744
New York,11216,47823
New York,11217,90255
New York,11218,55145
New York,11219,35484
New York,11220,28763
New York,11221,38066
New York,11222,67042
New York,11223,48123
New York,11224,41101
New York,11225,44670
New York,11226,38607
New York,11228,57919
New York,11229,55962
New York,11230,53063
New York,11231,91649
New York,11232,40131
New York,11233,38921
New York,11234,61362
New York,11235,53095
New York,11236,44660
New York,11237,36891
New York,11238,72789
New York,11239,40557
New York,11354,37524
New York,11355,29422
New York,11356,44652
New York,11357,74354
New York,11358,57458
New York,11360,83925
New York,11361,66249
New York,11362,77264
New York,11363,88905
New York,11364,67488
New York,11365,56276
New York,11366,67020
New York,11367,54304
New York,11368,30245
New York,11369,37717
New York,11370,45930
New York,11372,45191
New York,11373,35228
New York,11374,59980
New York,11375,82803
New York,11377,42789
New York,11378,54827
New York,11379,67064
New York,11385,46355
New York,11411,53156
New York,11412,45477
New York,11413,49775
New York,11414,68466
New York,11415,63215
New York,11416,36411
New York,11417,45570
New York,11418,42975
New York,11419,35975
New York,11420,42477
New York,11421,41742
New York,11422,50500
New York,11423,46963
New York,11426,63495
New York,11427,57863
New York,11428,49459
New York,11429,44512
New York,11430,45312
New York,11432,44642
New York,11433,37131
New York,11434,43730
New York,11435,42672
New York,11436,41378
New York,11501,77731
New York,11507,98776
New York,11509,104229
New York,11510,75000
New York,11514,77091
New York,11516,89651
New York,11518,84799
New York,11520,51992
New York,11530,119572
New York,11542,67070
New York,11545,112479
New York,11548,91604
New York,11550,41269
New York,11552,72897
New York,11553,42628
New York,11554,78566
New York,11557,102957
New York,11558,70666
New York,11559,99449
New York,11560,99599
New York,11561,83224
New York,11563,81054
New York,11565,96231
New York,11566,99728
New York,11568,131578
New York,11570,101414
New York,11572,86799
New York,11575,40963
New York,11576,129219
New York,11577,109276
New York,11579,99763
New York,11580,66197
New York,11581,80854
New York,11590,63262
New York,11596,95780
New York,11598,112943
New York,11691,39724
New York,11692,40924
New York,11693,51052
New York,11694,75880
New York,11697,94852
New York,11701,54783
New York,11702,90734
New York,11703,68300
New York,11704,63336
New York,11705,92106
New York,11706,54248
New York,11709,87744
New York,11710,88075
New York,11713,60897
New York,11714,76650
New York,11715,90506
New York,11716,76509
New York,11717,37050
New York,11718,106747
New York,11719,83176
New York,11720,71087
New York,11721,106719
New York,11722,43246
New York,11724,127008
New York,11725,91756
New York,11726,47098
New York,11727,65385
New York,11729,64420
New York,11730,83582
New York,11731,87297
New York,11732,101621
New York,11733,108131
New York,11735,73762
New York,11738,69419
New York,11740,92446
New York,11741,76933
New York,11742,76193
New York,11743,99358
New York,11746,79411
New York,11747,105370
New York,11749,61744
New York,11751,77539
New York,11752,70770
New York,11753,117404
New York,11754,85823
New York,11755,81915
New York,11756,73284
New York,11757,64188
New York,11758,86344
New York,11762,92153
New York,11763,64751
New York,11764,93070
New York,11765,124621
New York,11766,95631
New York,11767,88528
New York,11768,105033
New York,11769,83949
New York,11771,99638
New York,11772,61840
New York,11776,69343
New York,11777,94831
New York,11778,73787
New York,11779,69203
New York,11780,96405
New York,11782,88811
New York,11783,88401
New York,11784,62790
New York,11786,94030
New York,11787,93855
New York,11788,87485
New York,11789,71313
New York,11790,97296
New York,11791,113051
New York,11792,92640
New York,11793,91609
New York,11795,86398
New York,11796,84736
New York,11797,117701
New York,11798,44327
New York,11801,67606
New York,11803,104609
New York,11804,105610
New York,11901,50721
New York,11933,68573
New York,11934,80531
New York,11935,84016
New York,11937,72596
New York,11939,78935
New York,11940,81272
New York,11941,82846
New York,11942,79736
New York,11944,63568
New York,11946,63138
New York,11948,80273
New York,11949,81406
New York,11950,51825
New York,11951,51748
New York,11952,77376
New York,11953,64213
New York,11954,64560
New York,11955,67285
New York,11957,92613
New York,11958,74202
New York,11961,64444
New York,11963,83061
New York,11967,57398
New York,11968,77663
New York,11971,79274
New York,11976,101195
New York,11977,87500
New York,11978,77720
New York,11980,74776
New York,12007,45000
New York,12008,77500
New York,12009,76529
New York,12010,48605
New York,12015,68941
New York,12017,61764
New York,12018,72328
New York,12019,84544
New York,12020,68179
New York,12022,51250
New York,12023,59777
New York,12025,56588
New York,12027,82850
New York,12028,55296
New York,12029,69339
New York,12031,35000
New York,12032,51785
New York,12033,70983
New York,12035,47383
New York,12037,56079
New York,12041,65277
New York,12042,56521
New York,12043,52795
New York,12046,66015
New York,12047,56523
New York,12051,58593
New York,12052,62668
New York,12053,71046
New York,12054,90233
New York,12056,72268
New York,12057,50160
New York,12058,52389
New York,12059,65060
New York,12060,71268
New York,12061,78710
New York,12062,58764
New York,12063,74553
New York,12064,39880
New York,12065,78936
New York,12066,60677
New York,12067,67628
New York,12068,49813
New York,12070,62310
New York,12071,39583
New York,12072,52540
New York,12074,66748
New York,12075,65213
New York,12076,53289
New York,12077,86346
New York,12078,44007
New York,12083,59042
New York,12084,71428
New York,12085,41447
New York,12086,57978
New York,12087,58189
New York,12090,52757
New York,12092,50669
New York,12093,49813
New York,12094,59228
New York,12095,49597
New York,12106,71455
New York,12108,50595
New York,12110,70367
New York,12116,46562
New York,12117,50081
New York,12118,67896
New York,12120,60267
New York,12121,67474
New York,12122,47774
New York,12123,64646
New York,12125,54687
New York,12130,54245
New York,12131,42500
New York,12134,54900
New York,12136,76704
New York,12137,59090
New York,12138,55887
New York,12139,61607
New York,12140,73233
New York,12143,56966
New York,12144,59850
New York,12147,64814
New York,12148,95711
New York,12149,48086
New York,12150,58333
New York,12151,66463
New York,12153,70380
New York,12154,64611
New York,12155,45394
New York,12156,64880
New York,12157,59392
New York,12158,70221
New York,12159,100506
New York,12160,54829
New York,12164,48660
New York,12165,83750
New York,12166,48846
New York,12167,46195
New York,12168,52956
New York,12169,54411
New York,12170,61478
New York,12173,55194
New York,12175,52205
New York,12176,54166
New York,12180,51798
New York,12182,49054
New York,12183,44293
New York,12184,70667
New York,12185,61111
New York,12186,83492
New York,12187,50581
New York,12188,64673
New York,12189,52302
New York,12190,51071
New York,12192,53125
New York,12193,62860
New York,12194,42045
New York,12196,74531
New York,12197,50526
New York,12198,70127
New York,12202,29966
New York,12203,63526
New York,12204,58909
New York,12205,57944
New York,12206,33936
New York,12207,33881
New York,12208,58981
New York,12209,46775
New York,12210,40537
New York,12211,92635
New York,12302,68911
New York,12303,60341
New York,12304,45151
New York,12305,36928
New York,12306,57056
New York,12307,23035
New York,12308,43073
New York,12309,86854
New York,12401,50907
New York,12404,58972
New York,12405,48387
New York,12406,40322
New York,12407,35416
New York,12409,71614
New York,12410,54861
New York,12411,53365
New York,12412,51838
New York,12413,46557
New York,12414,51338
New York,12418,50480
New York,12419,63636
New York,12421,54166
New York,12422,44642
New York,12423,49734
New York,12427,32738
New York,12428,45152
New York,12430,48255
New York,12431,53595
New York,12433,61309
New York,12434,39015
New York,12435,56578
New York,12439,48684
New York,12440,62875
New York,12442,54947
New York,12443,73039
New York,12444,53906
New York,12446,53450
New York,12448,48863
New York,12449,52694
New York,12451,53086
New York,12454,39583
New York,12455,47833
New York,12456,43269
New York,12457,51724
New York,12458,47106
New York,12460,48214
New York,12461,60714
New York,12463,58059
New York,12464,48837
New York,12465,30681
New York,12466,58950
New York,12468,45098
New York,12469,57916
New York,12470,51704
New York,12472,54651
New York,12473,52616
New York,12474,51157
New York,12477,56362
New York,12480,45673
New York,12481,58208
New York,12482,40530
New York,12484,72048
New York,12485,48437
New York,12486,64695
New York,12487,58706
New York,12491,60750
New York,12492,45833
New York,12494,54779
New York,12495,69642
New York,12496,53804
New York,12498,74252
New York,12501,58571
New York,12502,64673
New York,12503,60714
New York,12508,60959
New York,12513,71926
New York,12514,82500
New York,12515,56018
New York,12516,57876
New York,12517,54166
New York,12518,77625
New York,12520,85428
New York,12521,62171
New York,12522,56838
New York,12523,52982
New York,12524,76261
New York,12525,69198
New York,12526,62568
New York,12528,65676
New York,12529,61739
New York,12531,80891
New York,12533,87110
New York,12534,48868
New York,12538,63106
New York,12540,87701
New York,12542,67676
New York,12543,54605
New York,12545,75970
New York,12546,55845
New York,12547,68243
New York,12548,61562
New York,12549,74082
New York,12550,53288
New York,12553,65287
New York,12561,69118
New York,12563,74223
New York,12564,78571
New York,12565,42948
New York,12566,64851
New York,12567,62307
New York,12569,72044
New York,12570,85760
New York,12571,71486
New York,12572,79514
New York,12575,84429
New York,12577,79047
New York,12578,76674
New York,12580,74594
New York,12581,70500
New York,12582,85316
New York,12583,59909
New York,12585,78693
New York,12586,62297
New York,12589,64567
New York,12590,70470
New York,12592,55603
New York,12594,61602
New York,12601,48479
New York,12603,71666
New York,12701,41293
New York,12719,56976
New York,12720,51136
New York,12721,62161
New York,12723,56250
New York,12725,56666
New York,12726,57291
New York,12729,48192
New York,12732,58108
New York,12733,32291
New York,12734,45909
New York,12737,59789
New York,12738,42045
New York,12740,59203
New York,12741,41071
New York,12742,37500
New York,12743,50000
New York,12746,50438
New York,12747,47468
New York,12748,55376
New York,12751,37500
New York,12752,45192
New York,12754,46453
New York,12758,50961
New York,12759,35714
New York,12760,39880
New York,12762,51923
New York,12763,50735
New York,12764,52604
New York,12765,60277
New York,12766,32812
New York,12768,49715
New York,12771,51666
New York,12775,75000
New York,12776,51371
New York,12777,75378
New York,12779,39880
New York,12780,55862
New York,12783,51250
New York,12786,58593
New York,12787,55434
New York,12788,50394
New York,12789,47000
New York,12790,54988
New York,12791,56451
New York,12792,50000
New York,12801,46200
New York,12803,50000
New York,12804,63141
New York,12808,63235
New York,12809,52251
New York,12810,39919
New York,12812,42500
New York,12814,58984
New York,12815,55102
New York,12816,54266
New York,12817,56026
New York,12819,33653
New York,12821,41071
New York,12822,48131
New York,12823,54807
New York,12824,65116
New York,12827,53026
New York,12828,49632
New York,12831,70250
New York,12832,47212
New York,12833,68942
New York,12834,57958
New York,12835,50781
New York,12836,54310
New York,12837,44791
New York,12838,52016
New York,12839,44314
New York,12842,49385
New York,12843,47222
New York,12844,77678
New York,12845,59600
New York,12846,49371
New York,12847,49305
New York,12849,51666
New York,12850,67391
New York,12851,35833
New York,12852,57894
New York,12853,45312
New York,12855,41666
New York,12857,47413
New York,12859,59722
New York,12860,43243
New York,12861,60775
New York,12863,60763
New York,12865,50553
New York,12866,78088
New York,12870,50158
New York,12871,57349
New York,12873,54285
New York,12878,35887
New York,12883,49671
New York,12885,44488
New York,12886,39583
New York,12887,45454
New York,12901,50407
New York,12903,61585
New York,12910,46746
New York,12912,45408
New York,12913,51136
New York,12914,42045
New York,12916,42307
New York,12917,47708
New York,12918,54824
New York,12919,49512
New York,12920,52970
New York,12921,57560
New York,12923,45454
New York,12926,41994
New York,12928,50824
New York,12930,38392
New York,12932,49615
New York,12934,47812
New York,12935,52272
New York,12936,53308
New York,12937,44279
New York,12941,49431
New York,12942,60227
New York,12943,53977
New York,12944,46379
New York,12945,53409
New York,12946,56545
New York,12950,46691
New York,12952,45500
New York,12953,49321
New York,12955,40441
New York,12956,43877
New York,12957,38020
New York,12958,50602
New York,12959,47983
New York,12960,51041
New York,12961,42045
New York,12962,62118
New York,12965,36363
New York,12966,44214
New York,12967,45652
New York,12969,40277
New York,12970,42500
New York,12972,63333
New York,12974,46212
New York,12978,41447
New York,12979,52376
New York,12980,44444
New York,12981,54659
New York,12983,54456
New York,12985,46542
New York,12986,52138
New York,12987,43269
New York,12989,56818
New York,12992,49293
New York,12993,55592
New York,12996,47146
New York,12997,50657
New York,12998,36363
New York,13021,51457
New York,13026,59570
New York,13027,69714
New York,13028,50000
New York,13029,65616
New York,13030,54826
New York,13031,68141
New York,13032,50169
New York,13033,51661
New York,13034,56250
New York,13035,79371
New York,13036,52352
New York,13037,61162
New York,13039,70065
New York,13040,46504
New York,13041,66301
New York,13042,51237
New York,13044,54573
New York,13045,51420
New York,13052,52560
New York,13053,60180
New York,13054,48415
New York,13057,55063
New York,13060,55935
New York,13061,59438
New York,13063,68611
New York,13066,91321
New York,13068,56299
New York,13069,47438
New York,13071,48641
New York,13072,40131
New York,13073,53676
New York,13074,46437
New York,13076,53068
New York,13077,55185
New York,13078,91316
New York,13080,54841
New York,13081,61250
New York,13082,52976
New York,13083,50316
New York,13084,65366
New York,13088,53480
New York,13090,62476
New York,13092,50221
New York,13101,46186
New York,13103,28125
New York,13104,92987
New York,13108,69991
New York,13110,65044
New York,13111,41609
New York,13112,61155
New York,13114,55357
New York,13116,59217
New York,13118,52812
New York,13120,43402
New York,13122,56603
New York,13126,55755
New York,13131,49854
New York,13132,54802
New York,13135,54807
New York,13136,35000
New York,13140,44660
New York,13141,48928
New York,13142,52296
New York,13143,47787
New York,13144,46226
New York,13145,50143
New York,13146,44917
New York,13147,53316
New York,13148,51386
New York,13152,86148
New York,13155,47413
New York,13156,55625
New York,13158,44128
New York,13159,69525
New York,13160,53157
New York,13164,67956
New York,13165,46087
New York,13166,51399
New York,13167,55031
New York,13202,40293
New York,13203,38502
New York,13204,31320
New York,13205,33276
New York,13206,40056
New York,13207,42860
New York,13208,31256
New York,13209,47824
New York,13210,41931
New York,13211,37764
New York,13212,50644
New York,13214,67328
New York,13215,78648
New York,13219,59246
New York,13224,62087
New York,13302,40485
New York,13303,56136
New York,13304,68681
New York,13308,46813
New York,13309,48820
New York,13310,46120
New York,13314,37500
New York,13315,46093
New York,13316,48475
New York,13317,47928
New York,13318,47265
New York,13319,44722
New York,13320,46978
New York,13322,51562
New York,13323,67875
New York,13324,48174
New York,13325,44886
New York,13326,69787
New York,13327,45454
New York,13328,52678
New York,13329,43245
New York,13331,50961
New York,13332,45681
New York,13334,48584
New York,13335,47321
New York,13337,64244
New York,13338,46610
New York,13339,42788
New York,13340,49764
New York,13343,49671
New York,13346,72744
New York,13348,51953
New York,13350,45133
New York,13354,56875
New York,13355,46250
New York,13357,46439
New York,13360,46428
New York,13361,39224
New York,13363,52840
New York,13365,47010
New York,13367,51480
New York,13368,44212
New York,13402,46401
New York,13403,61646
New York,13406,49553
New York,13407,45576
New York,13408,49772
New York,13409,46704
New York,13411,44034
New York,13413,74678
New York,13416,54381
New York,13417,44642
New York,13420,56554
New York,13421,49351
New York,13424,54861
New York,13425,45741
New York,13428,47580
New York,13431,57417
New York,13433,39897
New York,13437,41447
New York,13438,56622
New York,13439,46875
New York,13440,49732
New York,13450,41346
New York,13452,42960
New York,13454,47857
New York,13456,60199
New York,13459,47177
New York,13460,47142
New York,13461,59892
New York,13464,38520
New York,13468,50520
New York,13469,60855
New York,13470,39224
New York,13471,42946
New York,13473,48897
New York,13476,50848
New York,13477,48185
New York,13478,52256
New York,13480,50725
New York,13483,35416
New York,13485,42329
New York,13486,52564
New York,13488,35714
New York,13489,46428
New York,13490,52717
New York,13491,49925
New York,13492,62603
New York,13493,42708
New York,13494,32500
New York,13495,44328
New York,13501,38266
New York,13502,42675
New York,13601,46905
New York,13603,39361
New York,13605,54040
New York,13606,53586
New York,13607,49514
New York,13608,48975
New York,13612,50700
New York,13613,46813
New York,13614,31250
New York,13616,39409
New York,13617,58980
New York,13618,53676
New York,13619,48627
New York,13620,46656
New York,13621,47767
New York,13622,52644
New York,13624,56590
New York,13625,55138
New York,13626,49605
New York,13630,43627
New York,13634,53688
New York,13635,44512
New York,13636,34166
New York,13637,42829
New York,13638,34722
New York,13640,71590
New York,13642,48367
New York,13646,43258
New York,13648,49226
New York,13650,50000
New York,13652,42598
New York,13654,48343
New York,13655,35583
New York,13656,47098
New York,13658,49877
New York,13659,49000
New York,13660,48660
New York,13661,51102
New York,13662,48052
New York,13664,60326
New York,13665,42105
New York,13667,45036
New York,13668,48986
New York,13669,51295
New York,13670,32500
New York,13672,48828
New York,13673,46973
New York,13676,56580
New York,13679,47529
New York,13680,47023
New York,13681,38970
New York,13682,55952
New York,13684,46354
New York,13685,64116
New York,13687,55092
New York,13690,47426
New York,13691,48295
New York,13693,55769
New York,13694,56678
New York,13696,37500
New York,13697,45833
New York,13730,46527
New York,13731,52551
New York,13732,65575
New York,13733,49159
New York,13734,45618
New York,13736,48918
New York,13739,47619
New York,13740,57065
New York,13743,50813
New York,13744,50000
New York,13746,52800
New York,13748,50907
New York,13750,41032
New York,13751,33333
New York,13752,48046
New York,13753,52127
New York,13754,44074
New York,13755,45762
New York,13756,42500
New York,13757,50555
New York,13760,55220
New York,13775,50493
New York,13776,49621
New York,13777,49305
New York,13778,51378
New York,13780,52717
New York,13782,45454
New York,13783,45710
New York,13786,41911
New York,13787,43993
New York,13788,50297
New York,13790,43786
New York,13795,48022
New York,13796,47844
New York,13797,45646
New York,13801,42401
New York,13802,48475
New York,13803,46572
New York,13804,44318
New York,13807,50614
New York,13808,48538
New York,13809,45246
New York,13810,45089
New York,13811,50126
New York,13812,45872
New York,13813,44062
New York,13815,49111
New York,13820,52052
New York,13825,47916
New York,13827,54221
New York,13830,48604
New York,13832,37500
New York,13833,48840
New York,13835,45036
New York,13838,46747
New York,13839,45625
New York,13841,37500
New York,13842,57142
New York,13843,45723
New York,13844,41176
New York,13846,40833
New York,13849,47721
New York,13850,70934
New York,13856,45539
New York,13861,52205
New York,13862,48310
New York,13863,34722
New York,13864,44711
New York,13865,49199
New York,13901,50589
New York,13903,52340
New York,13904,45350
New York,13905,47079
New York,14001,57205
New York,14004,59856
New York,14005,50672
New York,14006,52343
New York,14008,49471
New York,14009,50670
New York,14011,54623
New York,14012,48977
New York,14013,46575
New York,14020,47896
New York,14024,49333
New York,14025,66139
New York,14026,54605
New York,14028,54898
New York,14030,48972
New York,14031,77803
New York,14032,91500
New York,14033,71666
New York,14034,50287
New York,14036,56915
New York,14037,56567
New York,14040,55067
New York,14041,32500
New York,14042,44436
New York,14043,50623
New York,14047,58255
New York,14048,41423
New York,14051,92656
New York,14052,74477
New York,14054,51538
New York,14055,55714
New York,14057,64276
New York,14058,54285
New York,14059,72271
New York,14060,38888
New York,14062,48557
New York,14063,58127
New York,14065,43993
New York,14066,44680
New York,14067,54063
New York,14068,80933
New York,14069,65773
New York,14070,45420
New York,14072,73406
New York,14075,63795
New York,14080,62682
New York,14081,44543
New York,14082,57000
New York,14085,74222
New York,14086,69631
New York,14091,47291
New York,14092,67465
New York,14094,53360
New York,14098,48175
New York,14101,44687
New York,14102,62884
New York,14103,45530
New York,14105,50117
New York,14108,51551
New York,14111,55254
New York,14113,51250
New York,14120,57145
New York,14125,51096
New York,14127,80967
New York,14129,50833
New York,14131,55603
New York,14132,56186
New York,14134,40833
New York,14136,47807
New York,14138,44126
New York,14139,66810
New York,14141,53485
New York,14143,54807
New York,14145,56006
New York,14150,50022
New York,14167,52848
New York,14170,67700
New York,14171,47979
New York,14172,58623
New York,14174,66796
New York,14201,36663
New York,14202,67428
New York,14203,53313
New York,14204,30346
New York,14206,35324
New York,14207,28096
New York,14208,27984
New York,14209,54049
New York,14210,33505
New York,14211,25806
New York,14212,28941
New York,14213,29283
New York,14214,50016
New York,14215,31918
New York,14216,53433
New York,14217,52368
New York,14218,38921
New York,14219,47118
New York,14220,46174
New York,14221,80056
New York,14222,67406
New York,14223,55737
New York,14224,58178
New York,14225,44577
New York,14226,67685
New York,14227,50824
New York,14228,60796
New York,14301,29378
New York,14303,29467
New York,14304,48143
New York,14305,39651
New York,14411,45764
New York,14414,58598
New York,14416,54727
New York,14418,50223
New York,14420,56383
New York,14422,55324
New York,14423,56117
New York,14424,61540
New York,14425,59452
New York,14427,49731
New York,14428,63530
New York,14432,52237
New York,14433,44651
New York,14435,62328
New York,14437,48120
New York,14441,40625
New York,14445,45526
New York,14450,78854
New York,14454,66118
New York,14456,48717
New York,14462,59583
New York,14464,52259
New York,14466,54597
New York,14467,57164
New York,14468,62794
New York,14469,58177
New York,14470,49897
New York,14471,54981
New York,14472,85831
New York,14475,67361
New York,14476,53004
New York,14477,50158
New York,14478,58695
New York,14480,47554
New York,14481,52247
New York,14482,53756
New York,14485,55940
New York,14486,58333
New York,14487,62925
New York,14489,44675
New York,14502,63214
New York,14504,42696
New York,14505,53052
New York,14506,95833
New York,14507,47115
New York,14510,43778
New York,14512,52202
New York,14513,44536
New York,14514,62500
New York,14516,49523
New York,14517,49023
New York,14519,63099
New York,14521,46031
New York,14522,51391
New York,14525,53125
New York,14526,79400
New York,14527,49850
New York,14530,48660
New York,14532,52981
New York,14533,51442
New York,14534,104151
New York,14536,48275
New York,14541,53883
New York,14543,70596
New York,14544,52038
New York,14546,58150
New York,14548,49162
New York,14550,47833
New York,14551,45450
New York,14555,63858
New York,14559,65816
New York,14560,54166
New York,14561,48722
New York,14564,86134
New York,14568,63929
New York,14569,50984
New York,14571,47336
New York,14572,47154
New York,14580,72519
New York,14585,37500
New York,14586,65272
New York,14589,54628
New York,14590,46767
New York,14591,52922
New York,14604,54545
New York,14605,22457
New York,14606,39459
New York,14607,45610
New York,14608,29505
New York,14609,40099
New York,14610,75899
New York,14611,25676
New York,14612,57862
New York,14613,28315
New York,14614,69886
New York,14615,38572
New York,14616,44769
New York,14617,61200
New York,14618,89712
New York,14619,34750
New York,14620,49761
New York,14621,26308
New York,14622,51576
New York,14623,46302
New York,14624,56918
New York,14625,74575
New York,14626,57037
New York,14701,41922
New York,14706,59636
New York,14709,45708
New York,14710,50625
New York,14711,45774
New York,14712,64274
New York,14714,40441
New York,14715,41086
New York,14716,41935
New York,14717,39224
New York,14718,49157
New York,14719,45659
New York,14723,44196
New York,14724,45343
New York,14726,36890
New York,14727,49888
New York,14728,47500
New York,14729,45731
New York,14731,63166
New York,14733,40573
New York,14735,44430
New York,14736,51562
New York,14737,43859
New York,14738,47891
New York,14739,39130
New York,14740,45681
New York,14741,47443
New York,14743,45679
New York,14744,48697
New York,14747,43875
New York,14748,39919
New York,14750,64317
New York,14753,42500
New York,14754,41071
New York,14755,44583
New York,14757,49000
New York,14760,47178
New York,14767,44763
New York,14769,42187
New York,14770,46923
New York,14772,45710
New York,14775,41964
New York,14777,48660
New York,14779,38416
New York,14781,44166
New York,14782,42819
New York,14784,40476
New York,14787,48292
New York,14801,45852
New York,14802,54268
New York,14803,50909
New York,14804,53769
New York,14805,52941
New York,14806,48697
New York,14807,50827
New York,14808,34722
New York,14809,43922
New York,14810,45088
New York,14812,48284
New York,14813,45833
New York,14814,73267
