state,zip,agi
Illinois,61108,48844
Illinois,61109,44856
Illinois,61111,52297
Illinois,61114,72576
Illinois,61115,49387
Illinois,61201,48270
Illinois,61230,58836
Illinois,61231,55969
Illinois,61232,61971
Illinois,61234,56346
Illinois,61235,57575
Illinois,61238,56250
Illinois,61239,32311
Illinois,61240,75742
Illinois,61241,54889
Illinois,61242,68640
Illinois,61243,51136
Illinois,61244,47447
Illinois,61250,60253
Illinois,61251,68055
Illinois,61252,60516
Illinois,61254,71618
Illinois,61256,66711
Illinois,61257,57638
Illinois,61259,66796
Illinois,61260,51973
Illinois,61261,45108
Illinois,61262,64285
Illinois,61264,57342
Illinois,61265,52496
Illinois,61270,58204
Illinois,61272,49621
Illinois,61273,67265
Illinois,61274,48437
Illinois,61275,77317
Illinois,61277,57741
Illinois,61279,62254
Illinois,61281,70058
Illinois,61282,47289
Illinois,61283,52857
Illinois,61284,77224
Illinois,61285,53955
Illinois,61301,48080
Illinois,61310,54761
Illinois,61311,58333
Illinois,61312,52604
Illinois,61313,58653
Illinois,61314,50320
Illinois,61318,56250
Illinois,61319,59429
Illinois,61320,57575
Illinois,61321,40833
Illinois,61325,61979
Illinois,61326,59021
Illinois,61327,63524
Illinois,61329,55357
Illinois,61330,53082
Illinois,61333,60294
Illinois,61334,56250
Illinois,61335,62962
Illinois,61336,56944
Illinois,61337,38636
Illinois,61341,58439
Illinois,61342,48929
Illinois,61344,40131
Illinois,61345,52027
Illinois,61348,54341
Illinois,61349,55319
Illinois,61350,58194
Illinois,61353,54303
Illinois,61354,56601
Illinois,61356,56296
Illinois,61358,49404
Illinois,61360,62874
Illinois,61361,50595
Illinois,61362,48813
Illinois,61364,48768
Illinois,61367,56730
Illinois,61368,47826
Illinois,61369,53409
Illinois,61370,59642
Illinois,61373,68995
Illinois,61375,58726
Illinois,61376,59343
Illinois,61377,53219
Illinois,61378,62000
Illinois,61379,48991
Illinois,61401,46801
Illinois,61410,45312
Illinois,61411,54166
Illinois,61412,57954
Illinois,61413,59490
Illinois,61414,54573
Illinois,61415,52932
Illinois,61417,45833
Illinois,61418,53125
Illinois,61420,50735
Illinois,61421,56896
Illinois,61422,42642
Illinois,61423,57258
Illinois,61425,45108
Illinois,61427,50121
Illinois,61428,80500
Illinois,61430,58125
Illinois,61431,45833
Illinois,61432,56818
Illinois,61434,49420
Illinois,61436,53409
Illinois,61437,51602
Illinois,61438,56818
Illinois,61440,48161
Illinois,61441,49695
Illinois,61442,37500
Illinois,61443,44022
Illinois,61447,53409
Illinois,61448,57182
Illinois,61449,43181
Illinois,61450,47343
Illinois,61451,52205
Illinois,61452,41666
Illinois,61453,48387
Illinois,61454,41532
Illinois,61455,53146
Illinois,61458,49679
Illinois,61459,41911
Illinois,61460,45192
Illinois,61462,48467
Illinois,61465,53389
Illinois,61466,52500
Illinois,61467,55769
Illinois,61469,45526
Illinois,61470,42261
Illinois,61472,62500
Illinois,61473,51644
Illinois,61474,33928
Illinois,61475,42045
Illinois,61476,57894
Illinois,61477,49553
Illinois,61478,49038
Illinois,61480,52663
Illinois,61482,50416
Illinois,61483,55523
Illinois,61484,46621
Illinois,61485,50000
Illinois,61486,53873
Illinois,61488,52163
Illinois,61489,54261
Illinois,61490,56009
Illinois,61491,55147
Illinois,61501,43672
Illinois,61516,56818
Illinois,61517,78757
Illinois,61520,49683
Illinois,61523,63094
Illinois,61525,114025
Illinois,61526,81127
Illinois,61528,107410
Illinois,61529,63043
Illinois,61530,65667
Illinois,61531,51623
Illinois,61532,42934
Illinois,61533,58849
Illinois,61534,58281
Illinois,61535,87801
Illinois,61536,65887
Illinois,61537,51515
Illinois,61540,55344
Illinois,61542,52927
Illinois,61544,51136
Illinois,61545,58064
Illinois,61546,56507
Illinois,61547,81147
Illinois,61548,84048
Illinois,61550,80332
Illinois,61554,51582
Illinois,61559,67767
Illinois,61560,60156
Illinois,61561,66538
Illinois,61565,61250
Illinois,61567,41203
Illinois,61568,70490
Illinois,61569,73437
Illinois,61570,50143
Illinois,61571,72675
Illinois,61572,51785
Illinois,61602,76524
Illinois,61603,31476
Illinois,61604,42590
Illinois,61605,23217
Illinois,61606,44810
Illinois,61607,55899
Illinois,61610,37990
Illinois,61611,59706
Illinois,61614,66720
Illinois,61615,81746
Illinois,61616,45263
Illinois,61701,48953
Illinois,61704,81857
Illinois,61705,93320
Illinois,61720,46590
Illinois,61721,62037
Illinois,61722,59134
Illinois,61723,56413
Illinois,61724,55952
Illinois,61725,76718
Illinois,61726,55241
Illinois,61727,56075
Illinois,61728,61309
Illinois,61729,80528
Illinois,61730,64705
Illinois,61731,51136
Illinois,61732,72451
Illinois,61733,62045
Illinois,61734,59134
Illinois,61735,63235
Illinois,61736,79915
Illinois,61737,62500
Illinois,61738,64800
Illinois,61739,62236
Illinois,61740,61091
Illinois,61741,56790
Illinois,61742,80580
Illinois,61743,54807
Illinois,61744,61968
Illinois,61745,71384
Illinois,61747,66428
Illinois,61748,84622
Illinois,61749,52777
Illinois,61752,67056
Illinois,61753,66964
Illinois,61754,61864
Illinois,61755,68900
Illinois,61756,61921
Illinois,61759,64527
Illinois,61760,56827
Illinois,61761,63433
Illinois,61764,53245
Illinois,61769,50000
Illinois,61770,54086
Illinois,61771,64534
Illinois,61772,57738
Illinois,61773,43750
Illinois,61774,60106
Illinois,61775,44166
Illinois,61776,80434
Illinois,61777,58244
Illinois,61778,51612
Illinois,61801,50673
Illinois,61802,51934
Illinois,61810,60156
Illinois,61811,51953
Illinois,61812,46323
Illinois,61813,48153
Illinois,61814,57366
Illinois,61816,60326
Illinois,61817,58898
Illinois,61818,53164
Illinois,61820,42464
Illinois,61821,55100
Illinois,61822,84631
Illinois,61830,53645
Illinois,61832,41914
Illinois,61833,36607
Illinois,61834,60515
Illinois,61839,49137
Illinois,61840,81785
Illinois,61841,57991
Illinois,61842,58482
Illinois,61843,59663
Illinois,61844,62500
Illinois,61845,56578
Illinois,61846,45178
Illinois,61847,63596
Illinois,61849,62215
Illinois,61850,48863
Illinois,61851,55113
Illinois,61852,41666
Illinois,61853,79213
Illinois,61854,60641
Illinois,61856,72506
Illinois,61858,55603
Illinois,61859,62068
Illinois,61862,56250
Illinois,61863,63372
Illinois,61864,71075
Illinois,61865,50000
Illinois,61866,39777
Illinois,61870,46933
Illinois,61872,58571
Illinois,61873,71681
Illinois,61874,74038
Illinois,61875,74324
Illinois,61876,55241
Illinois,61877,61728
Illinois,61878,51215
Illinois,61880,64077
Illinois,61882,58750
Illinois,61883,44239
Illinois,61884,74375
Illinois,61910,53767
Illinois,61911,50802
Illinois,61912,52049
Illinois,61913,54545
Illinois,61914,52060
Illinois,61917,52314
Illinois,61919,62500
Illinois,61920,53062
Illinois,61924,55050
Illinois,61925,64166
Illinois,61928,50735
Illinois,61929,48263
Illinois,61930,54687
Illinois,61931,49074
Illinois,61932,53571
Illinois,61933,48936
Illinois,61937,51510
Illinois,61938,48496
Illinois,61942,54481
Illinois,61943,52717
Illinois,61944,49644
Illinois,61951,55500
Illinois,61953,56655
Illinois,61956,49642
Illinois,61957,47674
Illinois,62001,67708
Illinois,62002,47403
Illinois,62006,60416
Illinois,62009,46875
Illinois,62010,60460
Illinois,62011,37500
Illinois,62012,62258
Illinois,62013,57692
Illinois,62014,53750
Illinois,62015,58333
Illinois,62016,51775
Illinois,62017,49750
Illinois,62018,35431
Illinois,62019,51785
Illinois,62021,68895
Illinois,62022,57366
Illinois,62024,48144
Illinois,62025,75996
Illinois,62027,41071
Illinois,62028,51785
Illinois,62031,50000
Illinois,62032,50378
Illinois,62033,52002
Illinois,62034,78486
Illinois,62035,65048
Illinois,62036,56640
Illinois,62037,62921
Illinois,62040,45918
Illinois,62044,50568
Illinois,62045,48750
Illinois,62047,56250
Illinois,62048,41458
Illinois,62049,56849
Illinois,62050,36111
Illinois,62051,47500
Illinois,62052,53907
Illinois,62053,41071
Illinois,62054,48529
Illinois,62056,51215
Illinois,62060,30305
Illinois,62061,67620
Illinois,62062,80018
Illinois,62063,54567
Illinois,62067,64088
Illinois,62069,50929
Illinois,62074,58000
Illinois,62075,53104
Illinois,62079,51785
Illinois,62080,44925
Illinois,62081,39423
Illinois,62082,42699
Illinois,62083,35227
Illinois,62084,44349
Illinois,62086,49576
Illinois,62087,37500
Illinois,62088,56030
Illinois,62090,25304
Illinois,62091,52500
Illinois,62092,42055
Illinois,62094,46388
Illinois,62095,46393
Illinois,62097,68568
Illinois,62201,24838
Illinois,62203,30382
Illinois,62204,21436
Illinois,62205,28033
Illinois,62206,28524
Illinois,62207,24735
Illinois,62208,56769
Illinois,62214,62962
Illinois,62215,70738
Illinois,62216,75393
Illinois,62217,48310
Illinois,62218,67166
Illinois,62220,53539
Illinois,62221,61350
Illinois,62223,60314
Illinois,62225,53015
Illinois,62226,55294
Illinois,62230,63392
Illinois,62231,55362
Illinois,62232,52051
Illinois,62233,54122
Illinois,62234,54469
Illinois,62236,81897
Illinois,62237,48504
Illinois,62238,38362
Illinois,62239,45814
Illinois,62240,45888
Illinois,62241,52295
Illinois,62242,54435
Illinois,62243,70442
Illinois,62244,66071
Illinois,62245,63315
Illinois,62246,55264
Illinois,62249,67350
Illinois,62250,48369
Illinois,62253,41666
Illinois,62254,64074
Illinois,62255,46078
Illinois,62257,50865
Illinois,62258,66612
Illinois,62260,73243
Illinois,62262,47128
Illinois,62263,60498
Illinois,62264,58623
Illinois,62265,60906
Illinois,62268,53289
Illinois,62269,74976
Illinois,62271,62971
Illinois,62272,43283
Illinois,62274,53462
Illinois,62275,58665
Illinois,62277,51008
Illinois,62278,61506
Illinois,62280,60156
Illinois,62281,80500
Illinois,62284,48557
Illinois,62285,79318
Illinois,62286,48954
Illinois,62288,52967
Illinois,62293,66594
Illinois,62294,72928
Illinois,62295,62681
Illinois,62297,50000
Illinois,62298,70848
Illinois,62301,44454
Illinois,62305,68501
Illinois,62311,49085
Illinois,62312,45833
Illinois,62313,49264
Illinois,62314,43981
Illinois,62316,50862
Illinois,62320,51593
Illinois,62321,54828
Illinois,62323,48863
Illinois,62324,44827
Illinois,62325,41666
Illinois,62326,45717
Illinois,62330,50152
Illinois,62338,57812
Illinois,62339,50304
Illinois,62340,46217
Illinois,62341,54166
Illinois,62343,48484
Illinois,62345,46428
Illinois,62346,39772
Illinois,62347,55660
Illinois,62349,51724
Illinois,62351,52352
Illinois,62353,52071
Illinois,62354,54807
Illinois,62355,41532
Illinois,62356,38636
Illinois,62357,35227
Illinois,62358,55000
Illinois,62360,48945
Illinois,62361,37500
Illinois,62363,53544
Illinois,62365,50480
Illinois,62366,44166
Illinois,62367,40196
Illinois,62370,43055
Illinois,62373,50833
Illinois,62374,40833
Illinois,62375,60000
Illinois,62376,54166
Illinois,62378,49404
Illinois,62379,48252
Illinois,62380,40625
Illinois,62401,57032
Illinois,62410,54464
Illinois,62411,50293
Illinois,62413,57894
Illinois,62414,43313
Illinois,62417,45324
Illinois,62418,47252
Illinois,62419,38970
Illinois,62420,51293
Illinois,62421,56818
Illinois,62422,44897
Illinois,62423,61250
Illinois,62424,55957
Illinois,62425,50446
Illinois,62426,44034
Illinois,62427,51833
Illinois,62428,47183
Illinois,62431,46739
Illinois,62432,46500
Illinois,62433,57670
Illinois,62434,43055
Illinois,62436,49193
Illinois,62438,42500
Illinois,62439,49415
Illinois,62440,53794
Illinois,62441,53586
Illinois,62442,49318
Illinois,62443,49662
Illinois,62444,44444
Illinois,62445,52034
Illinois,62446,45833
Illinois,62447,51013
Illinois,62448,54365
Illinois,62449,50611
Illinois,62450,48954
Illinois,62451,48341
Illinois,62452,42763
Illinois,62454,57068
Illinois,62458,43137
Illinois,62460,49218
Illinois,62461,54545
Illinois,62462,51535
Illinois,62463,47457
Illinois,62465,55523
Illinois,62466,48611
Illinois,62467,64713
Illinois,62468,51185
Illinois,62469,50595
Illinois,62471,48998
Illinois,62473,46654
Illinois,62474,45486
Illinois,62475,42187
Illinois,62476,46830
Illinois,62477,51250
Illinois,62478,50000
Illinois,62479,51524
Illinois,62480,44166
Illinois,62481,50000
Illinois,62501,63550
Illinois,62510,51948
Illinois,62512,60416
Illinois,62513,53281
Illinois,62515,61046
Illinois,62517,23863
Illinois,62518,53947
Illinois,62520,61513
Illinois,62521,54729
Illinois,62522,48012
Illinois,62523,25961
Illinois,62526,45259
Illinois,62530,58814
Illinois,62531,57848
Illinois,62533,60106
Illinois,62534,51923
Illinois,62535,98121
Illinois,62536,75265
Illinois,62538,58333
Illinois,62539,57539
Illinois,62543,54000
Illinois,62544,57886
Illinois,62545,61111
Illinois,62546,56000
Illinois,62547,58455
Illinois,62548,62382
Illinois,62549,71790
Illinois,62550,61442
Illinois,62551,49038
Illinois,62553,43750
Illinois,62554,68108
Illinois,62555,56500
Illinois,62556,47794
Illinois,62557,49606
Illinois,62558,63953
Illinois,62560,57169
Illinois,62561,57587
Illinois,62563,83029
Illinois,62565,52911
Illinois,62567,48883
Illinois,62568,53614
Illinois,62571,49330
Illinois,62572,55500
Illinois,62573,56607
Illinois,62601,65476
Illinois,62611,54947
Illinois,62612,55376
Illinois,62613,64814
Illinois,62615,58717
Illinois,62617,46250
Illinois,62618,43086
Illinois,62621,53935
Illinois,62624,51630
Illinois,62625,72448
Illinois,62626,56542
Illinois,62627,52173
Illinois,62628,50297
Illinois,62629,78459
Illinois,62630,54347
Illinois,62631,59821
Illinois,62633,60267
Illinois,62634,68597
Illinois,62635,58333
Illinois,62638,61706
Illinois,62639,54807
Illinois,62640,54294
Illinois,62642,53676
Illinois,62643,48500
Illinois,62644,50446
Illinois,62649,51704
Illinois,62650,52332
Illinois,62655,41666
Illinois,62656,52059
Illinois,62661,60833
Illinois,62664,51642
Illinois,62665,42187
Illinois,62666,54310
Illinois,62667,56521
Illinois,62668,54104
Illinois,62670,67338
Illinois,62671,58620
Illinois,62673,50520
Illinois,62674,47023
Illinois,62675,69430
Illinois,62677,71481
Illinois,62681,52500
Illinois,62682,49038
Illinois,62684,83978
Illinois,62685,55959
Illinois,62688,54513
Illinois,62690,48310
Illinois,62691,52702
Illinois,62692,55429
Illinois,62693,72443
Illinois,62694,57214
Illinois,62701,53205
Illinois,62702,41574
Illinois,62703,38003
Illinois,62704,61906
Illinois,62707,64229
Illinois,62711,95959
Illinois,62712,87094
Illinois,62801,45107
Illinois,62803,61436
Illinois,62806,53022
Illinois,62807,46153
Illinois,62808,48713
Illinois,62809,44642
Illinois,62810,46467
Illinois,62812,50293
Illinois,62814,47050
Illinois,62815,44642
Illinois,62816,43526
Illinois,62817,43181
Illinois,62818,43750
Illinois,62819,34868
Illinois,62821,54128
Illinois,62822,41086
Illinois,62823,46381
Illinois,62824,44000
Illinois,62827,55660
Illinois,62828,55000
Illinois,62830,49596
Illinois,62831,45192
Illinois,62832,48003
Illinois,62833,46875
Illinois,62835,52083
Illinois,62836,51428
Illinois,62837,49494
Illinois,62838,46071
Illinois,62839,46895
Illinois,62842,48611
Illinois,62844,47638
Illinois,62846,43145
Illinois,62849,47526
Illinois,62850,41071
Illinois,62851,44852
Illinois,62853,45833
Illinois,62854,43256
Illinois,62858,47307
Illinois,62859,49163
Illinois,62860,57692
Illinois,62862,44852
Illinois,62863,55952
Illinois,62864,48160
Illinois,62865,53055
Illinois,62867,38750
Illinois,62868,46488
Illinois,62869,55280
Illinois,62870,44078
Illinois,62871,56696
Illinois,62872,46683
Illinois,62875,56136
Illinois,62877,53365
Illinois,62878,42187
Illinois,62880,51893
Illinois,62881,49616
Illinois,62882,41145
Illinois,62883,55803
Illinois,62884,47023
Illinois,62885,43750
Illinois,62886,37500
Illinois,62887,37500
Illinois,62888,48888
Illinois,62889,51315
Illinois,62890,50663
Illinois,62892,43269
Illinois,62893,51302
Illinois,62894,53125
Illinois,62895,49107
Illinois,62896,45470
Illinois,62897,57638
Illinois,62898,54250
Illinois,62899,46302
Illinois,62901,42594
Illinois,62902,59388
Illinois,62903,59607
Illinois,62905,45454
Illinois,62906,50674
Illinois,62907,54768
Illinois,62908,53571
Illinois,62910,43042
Illinois,62912,52205
Illinois,62914,31111
Illinois,62916,55277
Illinois,62917,45025
Illinois,62918,59811
Illinois,62919,51071
Illinois,62920,51128
Illinois,62922,52032
Illinois,62923,45454
Illinois,62924,45312
Illinois,62926,43892
Illinois,62928,37500
Illinois,62930,47908
Illinois,62931,48770
Illinois,62932,44318
Illinois,62933,48660
Illinois,62934,47756
Illinois,62935,50602
Illinois,62938,49519
Illinois,62939,53559
Illinois,62940,44852
Illinois,62941,51136
Illinois,62942,42708
Illinois,62943,49553
Illinois,62946,50325
Illinois,62947,43750
Illinois,62948,47224
Illinois,62951,44120
Illinois,62952,49370
Illinois,62954,52380
Illinois,62956,48684
Illinois,62957,34642
Illinois,62958,64285
Illinois,62959,55116
Illinois,62960,48314
Illinois,62963,30000
Illinois,62964,39583
Illinois,62966,50676
Illinois,62967,39583
Illinois,62969,43750
Illinois,62970,44021
Illinois,62972,52045
Illinois,62974,50976
Illinois,62975,41346
Illinois,62976,34558
Illinois,62977,56481
Illinois,62979,57175
Illinois,62982,40937
Illinois,62983,45696
Illinois,62984,48484
Illinois,62985,51388
Illinois,62987,52083
Illinois,62988,42584
Illinois,62990,41964
Illinois,62992,42279
Illinois,62994,48828
Illinois,62995,51339
Illinois,62996,50000
Illinois,62998,38888
Illinois,62999,37867
Indiana,46001,45978
Indiana,46011,53663
Indiana,46012,45375
Indiana,46013,40172
Indiana,46016,25851
Indiana,46017,44798
Indiana,46030,58534
Indiana,46031,57009
Indiana,46032,98520
Indiana,46033,108233
Indiana,46034,70258
Indiana,46035,48842
Indiana,46036,42056
Indiana,46037,97559
Indiana,46038,75300
Indiana,46039,51893
Indiana,46040,84756
Indiana,46041,45906
Indiana,46044,48471
Indiana,46048,43117
Indiana,46049,51388
Indiana,46050,53906
Indiana,46051,53240
Indiana,46052,53947
Indiana,46055,84455
Indiana,46056,52139
Indiana,46057,50471
Indiana,46058,55808
Indiana,46060,64031
Indiana,46062,80325
Indiana,46064,64104
Indiana,46065,56640
Indiana,46068,62405
Indiana,46069,56173
Indiana,46070,48596
Indiana,46071,58411
Indiana,46072,52239
Indiana,46074,90968
Indiana,46075,70765
Indiana,46076,54391
Indiana,46077,110751
Indiana,46104,51162
Indiana,46105,50421
Indiana,46106,74661
Indiana,46107,42138
Indiana,46110,55500
Indiana,46112,71982
Indiana,46113,53742
Indiana,46115,49722
Indiana,46117,53333
Indiana,46118,59095
Indiana,46120,49864
Indiana,46121,63038
Indiana,46122,63901
Indiana,46123,73655
Indiana,46124,44783
Indiana,46126,56969
Indiana,46127,42187
Indiana,46128,51288
Indiana,46130,62296
Indiana,46131,53842
Indiana,46133,44687
Indiana,46135,50097
Indiana,46140,58051
Indiana,46142,63717
Indiana,46143,66628
Indiana,46147,57649
Indiana,46148,52741
Indiana,46149,65994
Indiana,46150,54054
Indiana,46151,55594
Indiana,46156,48242
Indiana,46157,61095
Indiana,46158,58087
Indiana,46160,53702
Indiana,46161,51400
Indiana,46162,65384
Indiana,46163,78022
Indiana,46164,57099
Indiana,46165,57142
Indiana,46166,42839
Indiana,46167,73109
Indiana,46168,62582
Indiana,46171,48475
Indiana,46172,49649
Indiana,46173,46788
Indiana,46175,41346
Indiana,46176,48977
Indiana,46180,54347
Indiana,46181,64316
Indiana,46182,49861
Indiana,46184,52869
Indiana,46186,59567
Indiana,46201,29401
Indiana,46202,55819
Indiana,46203,34921
Indiana,46204,72634
Indiana,46205,47143
Indiana,46208,46655
Indiana,46214,41858
Indiana,46216,54411
Indiana,46217,57908
Indiana,46218,25136
Indiana,46219,41212
Indiana,46220,72065
Indiana,46221,40852
Indiana,46222,27640
Indiana,46224,34093
Indiana,46225,30162
Indiana,46226,34541
Indiana,46227,41627
Indiana,46228,59077
Indiana,46229,41023
Indiana,46231,50269
Indiana,46234,58875
Indiana,46235,34724
Indiana,46236,77646
Indiana,46237,56701
Indiana,46239,59916
Indiana,46240,67115
Indiana,46241,32762
Indiana,46250,59840
Indiana,46254,39674
Indiana,46256,74510
Indiana,46259,83585
Indiana,46260,57438
Indiana,46268,47105
Indiana,46278,93905
Indiana,46280,62595
Indiana,46290,125000
Indiana,46303,59401
Indiana,46304,69082
Indiana,46307,69842
Indiana,46310,56727
Indiana,46311,72885
Indiana,46312,30585
Indiana,46319,52028
Indiana,46320,29287
Indiana,46321,79299
Indiana,46322,58778
Indiana,46323,40560
Indiana,46324,41037
Indiana,46327,33458
Indiana,46340,59051
Indiana,46341,62202
Indiana,46342,53952
Indiana,46347,63356
Indiana,46348,56839
Indiana,46349,55788
Indiana,46350,53762
Indiana,46356,62326
Indiana,46360,43948
Indiana,46365,54567
Indiana,46366,46996
Indiana,46368,53384
Indiana,46371,58742
Indiana,46373,86608
Indiana,46374,55319
Indiana,46375,71927
Indiana,46381,35576
Indiana,46382,64480
Indiana,46383,65382
Indiana,46385,74434
Indiana,46390,58731
Indiana,46391,60589
Indiana,46392,59251
Indiana,46394,46371
Indiana,46402,24489
Indiana,46403,43392
Indiana,46404,31475
Indiana,46405,36899
Indiana,46406,29247
Indiana,46407,26139
Indiana,46408,34472
Indiana,46409,29236
Indiana,46410,47763
Indiana,46501,44345
Indiana,46504,49456
Indiana,46506,52187
Indiana,46507,62555
Indiana,46510,51582
Indiana,46511,55618
Indiana,46514,47991
Indiana,46516,39822
Indiana,46517,44254
Indiana,46524,44570
Indiana,46526,50025
Indiana,46528,53720
Indiana,46530,88129
Indiana,46531,45769
Indiana,46532,44871
Indiana,46534,43214
Indiana,46536,53476
Indiana,46538,64267
Indiana,46539,47916
Indiana,46540,61274
Indiana,46542,51591
Indiana,46543,54062
Indiana,46544,46304
Indiana,46545,43341
Indiana,46550,52661
Indiana,46552,57068
Indiana,46553,55708
Indiana,46554,53186
Indiana,46555,47734
Indiana,46561,54424
Indiana,46562,48268
Indiana,46563,48242
Indiana,46565,51073
Indiana,46567,57553
Indiana,46570,46010
Indiana,46571,49080
Indiana,46573,58939
Indiana,46574,49229
Indiana,46580,52168
Indiana,46582,59144
Indiana,46590,63410
Indiana,46601,28960
Indiana,46613,27941
Indiana,46614,53210
Indiana,46615,40326
Indiana,46616,38409
Indiana,46617,61157
Indiana,46619,34958
Indiana,46628,44015
Indiana,46635,55198
Indiana,46637,50532
Indiana,46701,50457
Indiana,46702,46190
Indiana,46703,49647
Indiana,46705,43750
Indiana,46706,54453
Indiana,46710,53920
Indiana,46711,48114
Indiana,46714,49467
Indiana,46721,44674
Indiana,46723,54110
Indiana,46725,54327
Indiana,46730,54449
Indiana,46731,54435
Indiana,46732,40625
Indiana,46733,49144
Indiana,46737,53638
Indiana,46738,43037
Indiana,46740,39486
Indiana,46741,49710
Indiana,46742,56328
Indiana,46743,52219
Indiana,46745,61155
Indiana,46746,48108
Indiana,46747,48728
Indiana,46748,71457
Indiana,46750,46976
Indiana,46755,46131
Indiana,46759,44907
Indiana,46760,47782
Indiana,46761,46547
Indiana,46763,56327
Indiana,46764,48713
Indiana,46765,72588
Indiana,46766,47685
Indiana,46767,43502
Indiana,46770,58984
Indiana,46772,44537
Indiana,46773,51474
Indiana,46774,49090
Indiana,46776,40166
Indiana,46777,55081
Indiana,46779,46143
Indiana,46781,48255
Indiana,46783,75925
Indiana,46784,53819
Indiana,46785,51607
Indiana,46787,49367
Indiana,46788,66120
Indiana,46791,57558
Indiana,46792,47782
Indiana,46793,47855
Indiana,46794,47619
Indiana,46795,56115
Indiana,46797,54238
Indiana,46798,49626
Indiana,46802,34083
Indiana,46803,23729
Indiana,46804,66872
Indiana,46805,38103
Indiana,46806,26071
Indiana,46807,39732
Indiana,46808,35689
Indiana,46809,38108
Indiana,46814,104842
Indiana,46815,49511
Indiana,46816,35295
Indiana,46818,54910
Indiana,46819,44808
Indiana,46825,49830
Indiana,46835,55226
Indiana,46845,84874
Indiana,46901,46300
Indiana,46902,52328
Indiana,46910,45805
Indiana,46911,54166
Indiana,46913,61458
Indiana,46914,48214
Indiana,46915,50000
Indiana,46917,49038
Indiana,46919,51960
Indiana,46920,61224
Indiana,46923,49933
Indiana,46926,48417
Indiana,46928,48148
Indiana,46929,51785
Indiana,46932,56328
Indiana,46933,40887
Indiana,46936,63736
Indiana,46938,42832
Indiana,46939,47083
Indiana,46940,50795
Indiana,46941,50227
Indiana,46943,22916
Indiana,46947,42411
Indiana,46950,49632
Indiana,46951,45489
Indiana,46952,47464
Indiana,46953,36469
Indiana,46960,43750
Indiana,46962,49109
Indiana,46970,44902
Indiana,46974,47916
Indiana,46975,49208
Indiana,46978,49613
Indiana,46979,65229
Indiana,46982,47708
Indiana,46985,50819
Indiana,46986,53160
Indiana,46988,42361
Indiana,46989,54166
Indiana,46990,53819
Indiana,46991,41346
Indiana,46992,46862
Indiana,46994,54610
Indiana,46996,47730
Indiana,47001,50611
Indiana,47003,45000
Indiana,47006,63484
Indiana,47010,48863
Indiana,47011,42559
Indiana,47012,52760
Indiana,47016,55523
Indiana,47017,52678
Indiana,47018,50750
Indiana,47020,44034
Indiana,47022,68382
Indiana,47023,42788
Indiana,47024,41495
Indiana,47025,61510
Indiana,47030,40671
Indiana,47031,48163
Indiana,47032,50505
Indiana,47036,62028
Indiana,47037,46437
Indiana,47038,42000
Indiana,47040,49176
Indiana,47041,55111
Indiana,47042,45919
Indiana,47043,43944
Indiana,47060,62308
Indiana,47102,39568
Indiana,47106,60650
Indiana,47108,42187
Indiana,47110,36184
Indiana,47111,56412
Indiana,47112,52947
Indiana,47114,58125
Indiana,47115,50917
Indiana,47116,35984
Indiana,47117,55213
Indiana,47118,40377
Indiana,47119,85303
Indiana,47120,42682
Indiana,47122,67909
Indiana,47124,69899
Indiana,47125,39612
Indiana,47126,56025
Indiana,47129,38335
Indiana,47130,48967
Indiana,47135,47198
Indiana,47136,66534
Indiana,47137,45689
Indiana,47138,47150
Indiana,47140,40491
Indiana,47141,48538
Indiana,47142,45723
Indiana,47143,62271
Indiana,47145,46075
Indiana,47147,51829
Indiana,47150,48703
Indiana,47161,52045
Indiana,47162,47159
Indiana,47163,49464
Indiana,47164,48257
Indiana,47165,47222
Indiana,47166,49218
Indiana,47167,43968
Indiana,47170,45365
Indiana,47172,65025
Indiana,47175,40705
Indiana,47177,51694
Indiana,47201,58864
Indiana,47203,62271
Indiana,47220,54482
Indiana,47223,42578
Indiana,47224,39772
Indiana,47227,44618
Indiana,47229,43333
Indiana,47230,44827
Indiana,47231,39182
Indiana,47232,53466
Indiana,47234,54779
Indiana,47235,49542
Indiana,47240,50876
Indiana,47243,48383
Indiana,47244,51470
Indiana,47246,52641
Indiana,47250,49359
Indiana,47260,41522
Indiana,47264,43647
Indiana,47265,41733
Indiana,47270,42803
Indiana,47272,44015
Indiana,47273,50140
Indiana,47274,51482
Indiana,47281,51388
Indiana,47283,44924
Indiana,47302,34575
Indiana,47303,36972
Indiana,47304,56463
Indiana,47305,29020
Indiana,47320,50000
Indiana,47325,36718
Indiana,47326,44375
Indiana,47327,43371
Indiana,47330,50296
Indiana,47331,42959
Indiana,47334,51916
Indiana,47336,39765
Indiana,47338,45866
Indiana,47339,49166
Indiana,47340,45648
Indiana,47341,48582
Indiana,47342,50309
Indiana,47345,49395
Indiana,47346,48005
Indiana,47348,43905
Indiana,47352,50852
Indiana,47353,46803
Indiana,47354,47704
Indiana,47355,43948
Indiana,47356,52500
Indiana,47357,46767
Indiana,47358,40625
Indiana,47359,42609
Indiana,47360,49813
Indiana,47362,43622
Indiana,47368,44389
Indiana,47369,38146
Indiana,47371,42961
Indiana,47373,39285
Indiana,47374,43038
Indiana,47380,41666
Indiana,47383,58269
Indiana,47384,48611
Indiana,47385,50684
Indiana,47386,52155
Indiana,47387,46774
Indiana,47390,40611
Indiana,47393,50384
Indiana,47394,44208
